# n=10 m=20 count=1032754 keep=50
9.05572809000084	I?rFf_{N?	1.2360679775,1.2360679775,4
9.20872208586749	I?B@xzw}?	0.937777051297,1.30881677817,4.07630898352
9.38348708052101	I?B@~bw}?	0.597681665604,0.873732238148,1.2389520874,4.0899698542
9.41934283240778	I?B@|rw}?	0.510869490622,0.821294377867,1.29000809506,4.10118395778
9.43701165881538	I?AFfp{^?	0.521277471057,0.862798872376,1.19279968902,4.12287381139
9.49938378773098	I?AFfrw^?	0.597444414163,0.874308969709,1,4.16869617329
9.56601760996106	I?bFf_{^?	0.767319603972,1,1.27266077379,4.0444496276
9.58518941535221	I?bF`xw}?	0.45888398748,0.710911342168,1,1.19966086934,4.05339780475
9.601724395943	I?B@nrw}?	1,1.19419147442,4.14434929975
9.63376847287028	I?BF@~w}?	0.519573469942,1,1.24612522872,4.10011997343
9.67276534432228	I?AFbx{^?	0.832056825018,1.20129553817,4.18776023839
9.67966736146765	I?bFf_{}?	0.705468684959,1,1.21714913994,4.08662810483
9.69964977209664	I?ABvrw^?	0.763461891893,1.21806905631,4.19917652472
9.75183620950973	I?B@xzwn?	0.522919037001,0.799431597527,1.25703865111,4.15441389858
9.7651120961142	I?B@~a{}?	0.455600689769,0.502068867533,1,1.28836319064,4.07990039693
9.78423075861829	I?bFbpw^?	0.702497744605,0.791287847478,1.34855444004,4.10438693865
9.78777344859521	I?BDhzw}?	0.592307723205,1,1.35895941007,4.07310377126
9.84050007955188	I?B@lzw}?	0.692051499388,1,1.19262706229,4.1157266056
9.84723878743917	I?bfBRwFo	0.497612985911,0.561552812809,1,1.15678933685,4.11656616275
9.84947727843851	I?B@|p{}?	0.529868129365,0.946107538678,1.41990736588,4.08135524569
9.86451056563067	I?bef`wN_	0.302775637732,0.643789793264,1,1,1,4.04454845204
9.8720461495166	I?bF`xwlG	0.414213562373,0.466007445812,0.519103345661,1,1.19278287472,4.09769582388
9.87699168958968	I?q`vbo^?	0.458913042184,1,1,1,4.08244908227
9.88423976073709	I?`ff`wFo	0.494244102675,0.538228943687,0.825177400397,1.22221600774,4.14433859864
9.89515010276496	I?B@|q{}?	0.689414571447,0.777081539974,1.29882605384,4.13872598918
9.93237933190866	I?bFF`{N_	0.588659034094,1,1,1,4.07257410902
9.93710163911112	I?bF`xwN_	0.421108244335,0.732050807569,1,1.19401020236,4.09856203289
9.94014367850457	I??FC~{~?	1,1.15670366602,4.19549523984
9.96200737311105	I?B@xzwwo	0.536074482979,0.913468559713,1.28623476617,4.14557677996
9.96227364395112	I?bFdhw^?	0.453393946849,0.718205325023,1,1.3726504059,4.04434414302
9.97097184037552	I?q`vboBw	1,1,1,4.1195839402
9.98543255448033	I?B@xzw{_	0.740540782025,0.869882263857,1.30765964804,4.11951004326
9.98560145996631	I?q`qzot_	0.414213562373,0.471154281297,0.72836772856,1,1.27772493266,4.05326308995
9.99999999999997	I??FfZw~?	0.520901937056,0.61366789355,1.28817368734,4.20626692444
9.99999999999998	I?BeurW}?	0.582877313125,1.41421356237,4.20241050325
9.99999999999998	I?Beuqw}?	0.322833991559,1.12346727794,1.34429227904,4.10200899046
9.99999999999998	I?Betpw}?	1,1,1.25849176116,4.0516908183
9.99999999999999	I?BDrrw}?	1,1.31829915113,4.15476682235
9.99999999999999	I?BFfRw}?	0.443963709285,1,1.07218408949,4.20158511791
9.99999999999999	I?BvUqw]?	1,1,1,1,4
9.99999999999999	I??Fvjk}?	1,1.21835554296,4.18516544129
9.99999999999999	I??FeZ{~?	0.675274947471,1.41421356237,4.18855628413
9.99999999999999	I?B@vrw}?	1.5440941986,4.19711485498
9.99999999999999	I??Fvjkv?	1,1,1,4.12310562562
9.99999999999999	I??FfR{~?	1,1.05757869347,4.22865549639
9.99999999999999	I?BfErw}?	0.630897613815,1.52542756084,4.15632517466
9.99999999999999	I?Bffbo}?	0.74551743239,0.933749593846,4.30956093518
9.99999999999999	I??Ffrw~?	0.694505094848,0.943615707664,4.31593003529
9.99999999999999	I?BfFbw}?	0.630206134741,1.29862071099,4.23277975764
10	I?Bffbg}?	0.921120906191,1.18059005337,4.21399375914
