m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-v1
residual-manifest-bytes	13269
residual-manifest-sha256	ed2f787c0a10ecb5663479db61446ce36bfb5d75cc39bb3f48e2bb8cddf79706
residual-hash-ledger-bytes	17655
residual-hash-ledger-sha256	785268882c06117261f99ab6efabd4e4d61ce9565dc5c87a08273ed47607c96a
residual-producer-bytes	10609
residual-producer-sha256	b4359639f46a2eff5a99a41b43f268d02af17749a88187d81cc31a69b31c8d52
residual-checker-bytes	12276
residual-checker-sha256	53d9e62e6fd4c99a9891785f50242087a630fe9ef9dafba82d15db722f5cbe8e
coordinate-certificates-bytes	9990
coordinate-certificates-sha256	19d3d8e1a3f5e11545ae6095b1cc74b674512d59b12f2212d19c34fbb9b976f3
positive-gain-certificates-bytes	3687
positive-gain-certificates-sha256	ab44c6fccf70dc5bae6b30b82f9e3983fe9c065b82d8301db3fc76bac13e5b59
no-gain-certificates-bytes	26475
no-gain-certificates-sha256	f780c44424d7925b3b2a1e3d7ee1cbc757a7fc0b1daf14264d9699cc9d1532ec
witness-orbit-certificates-bytes	6987
witness-orbit-certificates-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
state-certificates-bytes	5030
state-certificates-sha256	037a4a6e51ef5cd76dc070bd461481ef90ac5520a875c0a96973c60f991172c7
residual-leaves	153
memberships	1382
split	one CNF per residual membership with a positive unit selecting its exact parent
selector-cover	for each residual leaf, all parent selectors exactly once
selector-disjoint	distinct guarded parent hole projections are incompatible
selector-exhaustive	the residual leaf parent-selector ALO supplies at least one selector
proof-status	scout-only; no LRAT generated or committed
columns	membership-ordinal,key,residual-leaf-ordinal,residual-key,parent-ordinal,accepted-ordinal,cover-index,parent-fingerprint,selector,variables,clauses
0446	r059-o14-w00-c16-p04-a24293	059	o14-w00-c16	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0447	r059-o14-w00-c16-p05-a24304	059	o14-w00-c16	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0448	r059-o14-w00-c16-p06-a24309	059	o14-w00-c16	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0449	r059-o14-w00-c16-p07-a28955	059	o14-w00-c16	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0450	r059-o14-w00-c16-p08-a29035	059	o14-w00-c16	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0451	r059-o14-w00-c16-p09-a29047	059	o14-w00-c16	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0452	r060-o14-w00-c17-p00-a23589	060	o14-w00-c17	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0453	r060-o14-w00-c17-p01-a23608	060	o14-w00-c17	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0454	r060-o14-w00-c17-p02-a23618	060	o14-w00-c17	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0455	r060-o14-w00-c17-p03-a24214	060	o14-w00-c17	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0456	r060-o14-w00-c17-p04-a24293	060	o14-w00-c17	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0457	r060-o14-w00-c17-p05-a24304	060	o14-w00-c17	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0458	r060-o14-w00-c17-p06-a24309	060	o14-w00-c17	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0459	r060-o14-w00-c17-p07-a28955	060	o14-w00-c17	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0460	r060-o14-w00-c17-p08-a29035	060	o14-w00-c17	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0461	r060-o14-w00-c17-p09-a29047	060	o14-w00-c17	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0462	r061-o14-w01-c16-p00-a23589	061	o14-w01-c16	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0463	r061-o14-w01-c16-p01-a23608	061	o14-w01-c16	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0464	r061-o14-w01-c16-p02-a23618	061	o14-w01-c16	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0465	r061-o14-w01-c16-p03-a24214	061	o14-w01-c16	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0466	r061-o14-w01-c16-p04-a24293	061	o14-w01-c16	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0467	r061-o14-w01-c16-p05-a24304	061	o14-w01-c16	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0468	r061-o14-w01-c16-p06-a24309	061	o14-w01-c16	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0469	r061-o14-w01-c16-p07-a28955	061	o14-w01-c16	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0470	r061-o14-w01-c16-p08-a29035	061	o14-w01-c16	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0471	r061-o14-w01-c16-p09-a29047	061	o14-w01-c16	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0472	r062-o14-w01-c17-p00-a23589	062	o14-w01-c17	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0473	r062-o14-w01-c17-p01-a23608	062	o14-w01-c17	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0474	r062-o14-w01-c17-p02-a23618	062	o14-w01-c17	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0475	r062-o14-w01-c17-p03-a24214	062	o14-w01-c17	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0476	r062-o14-w01-c17-p04-a24293	062	o14-w01-c17	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0477	r062-o14-w01-c17-p05-a24304	062	o14-w01-c17	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0478	r062-o14-w01-c17-p06-a24309	062	o14-w01-c17	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0479	r062-o14-w01-c17-p07-a28955	062	o14-w01-c17	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0480	r062-o14-w01-c17-p08-a29035	062	o14-w01-c17	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0481	r062-o14-w01-c17-p09-a29047	062	o14-w01-c17	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0482	r063-o14-w02-c16-p00-a23589	063	o14-w02-c16	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0483	r063-o14-w02-c16-p01-a23608	063	o14-w02-c16	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0484	r063-o14-w02-c16-p02-a23618	063	o14-w02-c16	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0485	r063-o14-w02-c16-p03-a24214	063	o14-w02-c16	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0486	r063-o14-w02-c16-p04-a24293	063	o14-w02-c16	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0487	r063-o14-w02-c16-p05-a24304	063	o14-w02-c16	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0488	r063-o14-w02-c16-p06-a24309	063	o14-w02-c16	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0489	r063-o14-w02-c16-p07-a28955	063	o14-w02-c16	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0490	r063-o14-w02-c16-p08-a29035	063	o14-w02-c16	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0491	r063-o14-w02-c16-p09-a29047	063	o14-w02-c16	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0492	r064-o14-w02-c17-p00-a23589	064	o14-w02-c17	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0493	r064-o14-w02-c17-p01-a23608	064	o14-w02-c17	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0494	r064-o14-w02-c17-p02-a23618	064	o14-w02-c17	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0495	r064-o14-w02-c17-p03-a24214	064	o14-w02-c17	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0496	r064-o14-w02-c17-p04-a24293	064	o14-w02-c17	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0497	r064-o14-w02-c17-p05-a24304	064	o14-w02-c17	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0498	r064-o14-w02-c17-p06-a24309	064	o14-w02-c17	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0499	r064-o14-w02-c17-p07-a28955	064	o14-w02-c17	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0500	r064-o14-w02-c17-p08-a29035	064	o14-w02-c17	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0501	r064-o14-w02-c17-p09-a29047	064	o14-w02-c17	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0502	r065-o15-w00-c17-p00-a24640	065	o15-w00-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144280
0503	r065-o15-w00-c17-p01-a24689	065	o15-w00-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144280
0504	r065-o15-w00-c17-p02-a24699	065	o15-w00-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144280
0505	r065-o15-w00-c17-p03-a29333	065	o15-w00-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144280
0506	r065-o15-w00-c17-p04-a29459	065	o15-w00-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144280
0507	r065-o15-w00-c17-p05-a29470	065	o15-w00-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144280
0508	r065-o15-w00-c17-p06-a29475	065	o15-w00-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144280
0509	r065-o15-w00-c17-p07-a44083	065	o15-w00-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144280
0510	r065-o15-w00-c17-p08-a44209	065	o15-w00-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144280
0511	r065-o15-w00-c17-p09-a44221	065	o15-w00-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144280
0512	r066-o16-w00-c16-p00-a24640	066	o16-w00-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0513	r066-o16-w00-c16-p01-a24689	066	o16-w00-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0514	r066-o16-w00-c16-p02-a24699	066	o16-w00-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0515	r066-o16-w00-c16-p03-a29333	066	o16-w00-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0516	r066-o16-w00-c16-p04-a29459	066	o16-w00-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0517	r066-o16-w00-c16-p05-a29470	066	o16-w00-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0518	r066-o16-w00-c16-p06-a29475	066	o16-w00-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0519	r066-o16-w00-c16-p07-a44083	066	o16-w00-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0520	r066-o16-w00-c16-p08-a44209	066	o16-w00-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0521	r066-o16-w00-c16-p09-a44221	066	o16-w00-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0522	r067-o16-w00-c17-p00-a24640	067	o16-w00-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0523	r067-o16-w00-c17-p01-a24689	067	o16-w00-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0524	r067-o16-w00-c17-p02-a24699	067	o16-w00-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0525	r067-o16-w00-c17-p03-a29333	067	o16-w00-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0526	r067-o16-w00-c17-p04-a29459	067	o16-w00-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0527	r067-o16-w00-c17-p05-a29470	067	o16-w00-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0528	r067-o16-w00-c17-p06-a29475	067	o16-w00-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0529	r067-o16-w00-c17-p07-a44083	067	o16-w00-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0530	r067-o16-w00-c17-p08-a44209	067	o16-w00-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0531	r067-o16-w00-c17-p09-a44221	067	o16-w00-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0532	r068-o16-w01-c17-p00-a24640	068	o16-w01-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0533	r068-o16-w01-c17-p01-a24689	068	o16-w01-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0534	r068-o16-w01-c17-p02-a24699	068	o16-w01-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0535	r068-o16-w01-c17-p03-a29333	068	o16-w01-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0536	r068-o16-w01-c17-p04-a29459	068	o16-w01-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0537	r068-o16-w01-c17-p05-a29470	068	o16-w01-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0538	r068-o16-w01-c17-p06-a29475	068	o16-w01-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0539	r068-o16-w01-c17-p07-a44083	068	o16-w01-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0540	r068-o16-w01-c17-p08-a44209	068	o16-w01-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0541	r068-o16-w01-c17-p09-a44221	068	o16-w01-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0542	r069-o16-w02-c17-p00-a24640	069	o16-w02-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0543	r069-o16-w02-c17-p01-a24689	069	o16-w02-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0544	r069-o16-w02-c17-p02-a24699	069	o16-w02-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0545	r069-o16-w02-c17-p03-a29333	069	o16-w02-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0546	r069-o16-w02-c17-p04-a29459	069	o16-w02-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0547	r069-o16-w02-c17-p05-a29470	069	o16-w02-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0548	r069-o16-w02-c17-p06-a29475	069	o16-w02-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0549	r069-o16-w02-c17-p07-a44083	069	o16-w02-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0550	r069-o16-w02-c17-p08-a44209	069	o16-w02-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0551	r069-o16-w02-c17-p09-a44221	069	o16-w02-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0552	r070-o16-w03-c16-p00-a24640	070	o16-w03-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0553	r070-o16-w03-c16-p01-a24689	070	o16-w03-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0554	r070-o16-w03-c16-p02-a24699	070	o16-w03-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0555	r070-o16-w03-c16-p03-a29333	070	o16-w03-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0556	r070-o16-w03-c16-p04-a29459	070	o16-w03-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0557	r070-o16-w03-c16-p05-a29470	070	o16-w03-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0558	r070-o16-w03-c16-p06-a29475	070	o16-w03-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0559	r070-o16-w03-c16-p07-a44083	070	o16-w03-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0560	r070-o16-w03-c16-p08-a44209	070	o16-w03-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0561	r070-o16-w03-c16-p09-a44221	070	o16-w03-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0562	r071-o16-w03-c17-p00-a24640	071	o16-w03-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0563	r071-o16-w03-c17-p01-a24689	071	o16-w03-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0564	r071-o16-w03-c17-p02-a24699	071	o16-w03-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0565	r071-o16-w03-c17-p03-a29333	071	o16-w03-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0566	r071-o16-w03-c17-p04-a29459	071	o16-w03-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0567	r071-o16-w03-c17-p05-a29470	071	o16-w03-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0568	r071-o16-w03-c17-p06-a29475	071	o16-w03-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0569	r071-o16-w03-c17-p07-a44083	071	o16-w03-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0570	r071-o16-w03-c17-p08-a44209	071	o16-w03-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0571	r071-o16-w03-c17-p09-a44221	071	o16-w03-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0572	r072-o16-w04-c17-p00-a24640	072	o16-w04-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0573	r072-o16-w04-c17-p01-a24689	072	o16-w04-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0574	r072-o16-w04-c17-p02-a24699	072	o16-w04-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0575	r072-o16-w04-c17-p03-a29333	072	o16-w04-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0576	r072-o16-w04-c17-p04-a29459	072	o16-w04-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0577	r072-o16-w04-c17-p05-a29470	072	o16-w04-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0578	r072-o16-w04-c17-p06-a29475	072	o16-w04-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0579	r072-o16-w04-c17-p07-a44083	072	o16-w04-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0580	r072-o16-w04-c17-p08-a44209	072	o16-w04-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0581	r072-o16-w04-c17-p09-a44221	072	o16-w04-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0582	r073-o16-w05-c17-p00-a24640	073	o16-w05-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0583	r073-o16-w05-c17-p01-a24689	073	o16-w05-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
