28	p28	20	h23-cr-m10-b21	2	3	17>16	10	2	1	0	105	112	26161	169454	ae561c0925a08a52e4f9a6fc64545933831ddbbddc4868c47c9c4e97aa7f9188
29	p29	20	h23-cr-m10-b21	2	3	17>16	10	2	1	1	42	112	26161	169454	ae561c0925a08a52e4f9a6fc64545933831ddbbddc4868c47c9c4e97aa7f9188
30	p30	28	h32-cr-m10-b30	3	2	17>16	10	3	0	0	35	13	26062	154307	ff0eb082278821ee14ea3335525e926f1da2363b6948b2b0e868eec3f15b13fd
31	p31	09	h14-cr-m11-b13	1	4	17>16	11	1	3	0	140	66	26115	162416	09a7f1bfbe42f2d514fafebc9be4f835a2ecb43a2b20e77b6e65fd13b7040eda
32	p32	09	h14-cr-m11-b13	1	4	17>16	11	1	3	1	105	66	26115	162416	09a7f1bfbe42f2d514fafebc9be4f835a2ecb43a2b20e77b6e65fd13b7040eda
33	p33	21	h23-cr-m11-b22	2	3	17>16	11	2	2	0	210	112	26161	169454	ae561c0925a08a52e4f9a6fc64545933831ddbbddc4868c47c9c4e97aa7f9188
34	p34	21	h23-cr-m11-b22	2	3	17>16	11	2	2	1	210	112	26161	169454	ae561c0925a08a52e4f9a6fc64545933831ddbbddc4868c47c9c4e97aa7f9188
35	p35	21	h23-cr-m11-b22	2	3	17>16	11	2	2	2	21	112	26161	169454	ae561c0925a08a52e4f9a6fc64545933831ddbbddc4868c47c9c4e97aa7f9188
36	p36	29	h32-cr-m11-b31	3	2	17>16	11	3	1	0	140	13	26062	154307	ff0eb082278821ee14ea3335525e926f1da2363b6948b2b0e868eec3f15b13fd
37	p37	29	h32-cr-m11-b31	3	2	17>16	11	3	1	1	105	13	26062	154307	ff0eb082278821ee14ea3335525e926f1da2363b6948b2b0e868eec3f15b13fd
38	p38	00	h13-ch-m00-b02	1	3	h	00	0	2	0	21	65	26114	162263	8b6d642144a3939820ba78ad7b9d1c7ae9d060e5b3241ea138870c2b1295f44b
39	p39	10	h22-ch-m00-b11	2	2	h	00	1	1	0	42	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
40	p40	10	h22-ch-m00-b11	2	2	h	00	1	1	1	7	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
41	p41	01	h13-ch-m01-b03	1	3	h	01	0	3	0	35	65	26114	162263	8b6d642144a3939820ba78ad7b9d1c7ae9d060e5b3241ea138870c2b1295f44b
42	p42	11	h22-ch-m01-b12	2	2	h	01	1	2	0	105	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
43	p43	11	h22-ch-m01-b12	2	2	h	01	1	2	1	42	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
44	p44	02	h13-ch-m10-b12	1	3	h	10	1	2	0	105	65	26114	162263	8b6d642144a3939820ba78ad7b9d1c7ae9d060e5b3241ea138870c2b1295f44b
45	p45	02	h13-ch-m10-b12	1	3	h	10	1	2	1	42	65	26114	162263	8b6d642144a3939820ba78ad7b9d1c7ae9d060e5b3241ea138870c2b1295f44b
46	p46	12	h22-ch-m10-b21	2	2	h	10	2	1	0	105	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
47	p47	12	h22-ch-m10-b21	2	2	h	10	2	1	1	42	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
48	p48	03	h13-ch-m11-b13	1	3	h	11	1	3	0	140	65	26114	162263	8b6d642144a3939820ba78ad7b9d1c7ae9d060e5b3241ea138870c2b1295f44b
49	p49	03	h13-ch-m11-b13	1	3	h	11	1	3	1	105	65	26114	162263	8b6d642144a3939820ba78ad7b9d1c7ae9d060e5b3241ea138870c2b1295f44b
50	p50	13	h22-ch-m11-b22	2	2	h	11	2	2	0	210	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
51	p51	13	h22-ch-m11-b22	2	2	h	11	2	2	1	210	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
52	p52	13	h22-ch-m11-b22	2	2	h	11	2	2	2	21	66	26115	162416	aba45e7760d8b1c1f000dfa466d7a1d7814f2ae27cfbaf899a15e0405a792c0a
