m6-b7-l6-early-c-certificate-residual-exact-pair-singleton-parent-hashes-v1
manifest-bytes	13571
manifest-sha256	5e77f1ffd5653ed7c2897db877836500667c090ba37699549f99a48dbb3197d7
memberships	101
columns	membership,key,cell,parent,variables,clauses,cnf-bytes,cnf-sha256
037	c009-o28-i09-p01	009	01	23626	144320	10403042	3748ee489735d04d8edc7ab344c2d108b23a7fff1e0042a93f8bbeb3ad07af27
038	c009-o28-i09-p02	009	02	23626	144320	10403042	2dec308f32d498c69a8e3fd686c72428033b2fc7f657c48cabb8190febd7fda1
039	c009-o28-i09-p08	009	08	23626	144320	10403042	8106cf4897ab129c7f417a1a7784be652af3edf16aff6001bf7c4de19f8da05c
040	c009-o28-i09-p09	009	09	23626	144320	10403042	0880d271e6334418c6aeb3ec799a8beaea9e2c1434706aa773bcf3e6c53e419a
041	c010-o28-i13-p00	010	00	23626	144338	10403289	f2c199d39146ef79af38b28fbbd26d5ab81461aed27b1b3d32324e4684fb04c5
042	c010-o28-i13-p01	010	01	23626	144338	10403289	2821d756a1b11f9f67f5168fbe31820cf409b7799618fb2d947c3a8f7f745b53
043	c010-o28-i13-p02	010	02	23626	144338	10403289	0cdfeeae042e18373e78b759573328aea2eefe8502a4ba2526bdd6fa959015ce
044	c010-o28-i13-p03	010	03	23626	144338	10403289	d36b15e33dc63acf455843937997b2d3c150bd6eada5d62de5a287130f53d46f
045	c010-o28-i13-p04	010	04	23626	144338	10403289	39029f5277cf2632a5b5251151768187ed9b808c47e80621d361366fb87fa205
046	c010-o28-i13-p05	010	05	23626	144338	10403289	ef0904d9ba0ac1832d745b31482841a6e1f2d484793e9bb06ecb78233ab59266
047	c010-o28-i13-p08	010	08	23626	144338	10403289	e5c1604c32b8409f6b05ef5ed443a26ad9bcf3f86fb25492a7cb74f41c5a31ca
048	c010-o28-i13-p09	010	09	23626	144338	10403289	b34945831a607e7ded4dc2bc78f1ce8ceee57cbdbb7e17dd15b589e4dea7ab0c
049	c011-o28-i17-p01	011	01	23626	144338	10403289	03a8349859f1a96aeba740186657c4763faf5db9b3dcea6c8ed5eabb3af31e9c
050	c011-o28-i17-p02	011	02	23626	144338	10403289	b8a0cedb5281df9a37979b4968a7d6bc3e8e5fbb9b5abec7b614799f37e8af87
051	c011-o28-i17-p03	011	03	23626	144338	10403289	5e57f63aade2c08d65f3bb289dba1365846226445b9563239b9f2173e99b14b9
052	c011-o28-i17-p04	011	04	23626	144338	10403289	ff623f279e2c1653e034143087f1776937732f4452fc546f448f443f7707db82
053	c011-o28-i17-p05	011	05	23626	144338	10403289	4ee5578d18122ae9d2f14f151f09041dbd5b24eb966471c419ba5b5b6d29db1f
054	c011-o28-i17-p06	011	06	23626	144338	10403289	f615374add30ec308c47154384e0598990607b689a28075dbb30825ccfc14394
055	c011-o28-i17-p07	011	07	23626	144338	10403289	882206cea8ea0c688fee69822dd96fcf46e0ee4abaa86f28f6662e7e3a4607ce
056	c011-o28-i17-p09	011	09	23626	144338	10403289	0fe74d179217c1de4af605d647cf115f09db0c64d08e1364d23bc59df684e1c7
057	c012-o28-i20-p04	012	04	23626	144314	10402961	da1edfa843c08f19564c89a9baa76984afab59e538d873132245d647ce7d8e4f
058	c012-o28-i20-p05	012	05	23626	144314	10402961	eafe2049d6850104f6881958bdafd31c3fb009d4c0ae12fff5c68af67e9cbe34
059	c012-o28-i20-p06	012	06	23626	144314	10402961	e86e22db25328761cae636f502b7c1959c53f801edd047d65585609a5625ade4
060	c012-o28-i20-p07	012	07	23626	144314	10402961	b2c37a7b8203326141bd79ba3eca20976f7d0915a7514093efbc8692e050d611
061	c013-o47-i02-p01	013	01	23622	143686	10392819	2ec11c79867ba8b036bef75f6c436f4bc56ed89e1afd5e31a83c2a361d694697
062	c013-o47-i02-p04	013	04	23622	143686	10392819	a92904f8b70b86a32efd04e7cfb8a1e367b9e1968f916c35f59a0685a593dbb1
063	c014-o49-i13-p00	014	00	23626	144314	10402963	db6fccf8991cf3b252ede6c3dec7be0726fb477db71c76fc22c678acc8d1dfbe
064	c014-o49-i13-p01	014	01	23626	144314	10402963	b28f190c8beeaf169676d133df29aa6dc4369e154a325e1797a48ff89eb7c404
065	c014-o49-i13-p02	014	02	23626	144314	10402963	08382ba7e2bffb63a1cb81d03297aaa64e6293641df38ad92e731ef446752e75
066	c014-o49-i13-p03	014	03	23626	144314	10402963	c5842cc4574d80a8f7c86ae984647988aedc828da26daba170de192afd10eb0b
067	c015-o49-i17-p02	015	02	23626	144326	10403127	3eb6e2ab708c4f4456a701e36b6dc1a1b8a1cf89dd193e9c9a09e617817449d6
068	c015-o49-i17-p03	015	03	23626	144326	10403127	7462d9521eedc7fac76ea1e549be6d180b836984897220c8fd9e527b346e409d
069	c015-o49-i17-p04	015	04	23626	144326	10403127	bb2dd45f821217f9fa637479ddbc2aae5f2a35e7e4238a389219c643a68988c9
070	c015-o49-i17-p05	015	05	23626	144326	10403127	b3844855558855d382f889b251342fcaee93a57dcb2b57e53aaaa45ed5308846
071	c015-o49-i17-p06	015	06	23626	144326	10403127	a74cc8a99ba470f28fc9d527271b59c780643bfff7707a6a7cb4b4f1cb576e4e
072	c015-o49-i17-p07	015	07	23626	144326	10403127	7b0d2efc55faa88577846c95d802f056467452c660a1e5b13c00a614826d4cb6
073	c016-o49-i21-p06	016	06	23626	144314	10402963	ff8e350f3eb737e7347a7564f10ceadc6dec174e502e5b0dd5b46238f96de169
074	c016-o49-i21-p07	016	07	23626	144314	10402963	f37061aed3a3ee9fcd2da68345b277195fba8ce9822e931e9c5f34140376c7ea
075	c016-o49-i21-p08	016	08	23626	144314	10402963	8526127d05506bc0f4b5d875bcbc5f2eba1abd530dbaea16c08a618d48301743
076	c016-o49-i21-p09	016	09	23626	144314	10402963	fbe83f5e510f2f0a6f913ca83e96a62d2625e810c224aff423d1c77c8accd6f4
077	c017-o54-i09-p00	017	00	23626	144350	10403455	0ac8a62162ad27ac02ac41686a3529efd737dfd354a7686aa6657ddaba6eb52e
078	c017-o54-i09-p01	017	01	23626	144350	10403455	f5be514209115a6085c5d534a81f3b86594f2069060008e085d0bbf1b529fd0a
079	c017-o54-i09-p02	017	02	23626	144350	10403455	b2b2ab07ffb4a301d215d14b5070a5202636252d62b942e27f75911aa4b632f9
080	c017-o54-i09-p03	017	03	23626	144350	10403455	f352dfaf55698ce260290b287a61fdf25eb6026b1e03f72523c15d35b753b3ae
081	c017-o54-i09-p04	017	04	23626	144350	10403455	9f61e944ca0762fd580e0b950428f81e121056e540bd8db7cc10c8847da00e54
