m6-b7-l6-hard-witness-orbits-v1
orbit-manifest-bytes	5533
orbit-manifest-sha256	6c1080c6f97f92e68a9de6bc762145ceac9086f0b87dc4aa4ed73a746861b2d4
orbit-hash-ledger-bytes	4025
orbit-hash-ledger-sha256	83fe978c89f6f0c7901924123a322d42c2f31a1a15e931cdb30e861e31497030
orbit-scout-bytes	11413
orbit-scout-sha256	32fa8260e2efb3cc326bafc2ce2d375ec84bf77ebb2fb5f9efd96b5b995ef31a
orbit-certificate-ledger-bytes	6987
orbit-certificate-ledger-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
timeout-orbits	28
timeout-parent-incidences	252
witness-leaves	117
witness-parent-incidences	1066
cover	existential-ALO; overlaps allowed; equisatisfiable modulo fixed-subset stabilizer
columns	witness-ordinal,key,parent-orbit,parent-key,witness-orbit,high-C,ordered-witnesses,labelled-orbit-size,parents,variables,clauses
065	o24-w02	24	s21-t1	02	16,17	13,10	3	10	23626	144279
066	o24-w03	24	s21-t1	03	16,17	13,13	3	10	23626	144279
067	o24-w04	24	s21-t1	04	16,17	13,14	6	10	23626	144279
068	o24-w05	24	s21-t1	05	16,17	17,10	1	10	23626	144279
069	o24-w06	24	s21-t1	06	16,17	17,13	3	10	23626	144279
070	o25-w00	25	s21-t2	00	16,17	11,12	4	10	23626	144279
071	o25-w01	25	s21-t2	01	16,17	12,12	4	10	23626	144279
072	o25-w02	25	s21-t2	02	16,17	12,13	12	10	23626	144279
073	o25-w03	25	s21-t2	03	16,17	17,12	4	10	23626	144279
074	o30-w00	30	s24-t2	00	16	11	5	10	23626	144278
075	o31-w00	31	s25-t0	00	16,17	11,9	6	10	23626	144279
076	o31-w01	31	s25-t0	01	16,17	11,14	6	10	23626	144279
077	o31-w02	31	s25-t0	02	16,17	11,16	3	10	23626	144279
078	o31-w03	31	s25-t0	03	16,17	14,9	4	10	23626	144279
079	o31-w04	31	s25-t0	04	16,17	14,14	2	10	23626	144279
080	o31-w05	31	s25-t0	05	16,17	14,15	2	10	23626	144279
081	o31-w06	31	s25-t0	06	16,17	14,16	2	10	23626	144279
082	o32-w00	32	s25-t1	00	16,17	11,10	2	10	23626	144279
083	o32-w01	32	s25-t1	01	16,17	11,13	6	10	23626	144279
084	o32-w02	32	s25-t1	02	16,17	11,16	2	10	23626	144279
085	o32-w03	32	s25-t1	03	16,17	13,10	3	10	23626	144279
086	o32-w04	32	s25-t1	04	16,17	13,13	3	10	23626	144279
087	o32-w05	32	s25-t1	05	16,17	13,14	6	10	23626	144279
088	o32-w06	32	s25-t1	06	16,17	13,16	3	10	23626	144279
089	o33-w00	33	s25-t2	00	16,17	11,12	4	10	23626	144279
090	o33-w01	33	s25-t2	01	16,17	11,16	1	10	23626	144279
091	o33-w02	33	s25-t2	02	16,17	12,12	4	10	23626	144279
092	o33-w03	33	s25-t2	03	16,17	12,13	12	10	23626	144279
093	o33-w04	33	s25-t2	04	16,17	12,16	4	10	23626	144279
094	o36-w00	36	s27-t2	00	17	11	5	10	23626	144278
095	o37-w00	37	s28-t0	00	16	12	1	10	23626	144278
096	o37-w01	37	s28-t0	01	16	13	3	10	23626	144278
097	o37-w02	37	s28-t0	02	16	17	1	10	23626	144278
098	o39-w00	39	s29-t0	00	16,17	12,9	6	10	23626	144279
099	o39-w01	39	s29-t0	01	16,17	12,14	4	10	23626	144279
100	o39-w02	39	s29-t0	02	16,17	14,9	6	10	23626	144279
101	o39-w03	39	s29-t0	03	16,17	14,14	2	10	23626	144279
102	o39-w04	39	s29-t0	04	16,17	14,15	2	10	23626	144279
103	o39-w05	39	s29-t0	05	16,17	17,9	3	10	23626	144279
104	o39-w06	39	s29-t0	06	16,17	17,14	2	10	23626	144279
105	o40-w00	40	s29-t1	00	16,17	12,10	2	10	23626	144279
