m6-forced-selector-groups-v1
cover-sha256	22d7744f1eecee3ea22527e4beec645ae999c912184f1f23c1a7f701e966ed5e
filter-sha256	9bfd2fadda610dde6cef7c13956edba6b0fa763e2ffc31226c0ddf1323fd1d0c
eligible-manifest-sha256	751da64e518bc3c880e3cb02b8aa8cdf1a7bcc5e1aff4d16abfc8a42d2cc1950
excluded-human-cell	B7-q0:8847
excluded-human-proof-source	attempts/tick51-b7-q0-human-proof.md
excluded-human-proof-bytes	3055
excluded-human-proof-sha256	506c0750df64f01885f01f7d8674c70a7a9b5d2885b42a7471c8dd1ed5783a71
groups	9
rows	31568
columns	group-ordinal,key,branch,q,h,members,first-selector,last-selector,variables,clauses,member-sha256
0	B6-q0	B6	0	3	6286	23617	29902	29902	1104516	b687696bf74a9d4920846ba8d681af19e79dcb81bc661d0ca58062d76949f333
1	B6-q1	B6	1	2	5541	23617	29157	29157	990531	5ce95275b10bc512423be7986fb4604f3945fba5a321d9429b67fcce12e30a4e
2	B6-q2	B6	2	1	2410	23617	26026	26026	511488	819d8faf9b7828e9cc5131786a0b8ba40b267ee53537a2f3c29f6f48ccc21885
3	B6-q3	B6	3	0	412	23617	24028	24028	205794	785a8c59232b0faa3eefaf41b18777074db0a5c19e535477db469489f712bfc2
4	B7-q1	B7	1	4	9577	23617	33193	33193	1608027	72a37a1e182e2fea2c9811bb0e99305b1d24c76581780735beb7801b21efc8ac
5	B7-q2	B7	2	3	5431	23617	29047	29047	973689	1a2ecba7f22efd837fd3db7bf0e8298bc05e9125a568f306d832b3907f68442a
6	B7-q3	B7	3	2	1584	23617	25200	25200	385098	77a9e962d68ddc26f97874baef8e5c09200330a6d6c5713267b48596bd16812d
7	B7-q4	B7	4	1	297	23617	23913	23913	188187	f0e41916345fb69391387121cf1887cd9425c16e2a6a04ef948ba609dd34231d
8	B7-q5	B7	5	0	30	23617	23646	23646	147336	d03865de8df9313f7b347f2e0b6300f499e70709e9687156395ce6c724811084
