m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-hashes-v1
manifest-bytes	207703
manifest-sha256	953f94ea423c3cd573a3e9bce43ba9fb4d5d6fa80ac2ac1426e7129e6435c0c5
memberships	1382
columns	membership-ordinal,key,residual-leaf-ordinal,parent-ordinal,accepted-ordinal,cover-index,variables,clauses,cnf-sha256
0078	r013-o02-w01-c16-p00-a24090	013	00	24090	112962	23622	143669	b0f1d3dd2fa633e43efb3f6762140ce52072d976155bd9c2605421cfa06f0ddd
0079	r013-o02-w01-c16-p01-a24118	013	01	24118	113012	23622	143669	0980e9d77c756c3a8ab3855dfdef4e3d855c725cad5417933f8d044155f2a0bb
0080	r013-o02-w01-c16-p02-a24123	013	02	24123	113021	23622	143669	953dd5853d4a08c00e43a16dabc43f30f4c545e57e8e85f34942f28283c3e8d9
0081	r013-o02-w01-c16-p03-a28682	013	03	28682	119452	23622	143669	47f2d1841f993679ccf216b551912a589a0d1cf08c6c85ca546d56ae404bfb1d
0082	r013-o02-w01-c16-p04-a28744	013	04	28744	119564	23622	143669	30c07a19d162484558751dc0cb81f471326d6413119f16774ee71678ac247e12
0083	r013-o02-w01-c16-p05-a28749	013	05	28749	119573	23622	143669	36a5d943239920442bee0aae2a904cc30674eef521dbcda1edb30a7f1fd0b994
0084	r014-o02-w01-c17-p00-a24090	014	00	24090	112962	23622	143669	9d6a72e65127dc290e3410f6a1932dbae67519922049aa8806814b204861d29f
0085	r014-o02-w01-c17-p01-a24118	014	01	24118	113012	23622	143669	6d82ea3fadca13b59b65e658f916ac6997f0e888c3889dd34123fc756c56ae1b
0086	r014-o02-w01-c17-p02-a24123	014	02	24123	113021	23622	143669	6e4cbb36a7e32bd17cfc7b7eb9b127f89ffcff57ae033dd89396695c0f6fa098
0087	r014-o02-w01-c17-p03-a28682	014	03	28682	119452	23622	143669	14633057e1ab8f4d38550b0ab1f2bff09bd953de740b6e6880e299d292da2c9b
0088	r014-o02-w01-c17-p04-a28744	014	04	28744	119564	23622	143669	ab6630a7c85798e68f7ccfce01cbc80d73b1a54328c919b75c533d0bd0211d7b
0089	r014-o02-w01-c17-p05-a28749	014	05	28749	119573	23622	143669	c9c9371b0a7204fb00ad62aa0837d58e9dc6579d2c79185c65a6dae9bc7c3767
0090	r015-o02-w02-c16-p00-a24090	015	00	24090	112962	23622	143669	3e21471247f8d07519d6609817f1b922b3ee3326bd9c9b59c26f6fbabc858af2
0091	r015-o02-w02-c16-p01-a24118	015	01	24118	113012	23622	143669	471d7a88e51923483ec6164b0f22509fc2d931be52cf3e3b0d12d0a124cb6301
0092	r015-o02-w02-c16-p02-a24123	015	02	24123	113021	23622	143669	5c31fa8d5c46c52cb0198decc8ba1c3674286a21373065ddd494d8d88f0f4e63
0093	r015-o02-w02-c16-p03-a28682	015	03	28682	119452	23622	143669	548a2c69e4eda3a99cf02e15586b6aaf14fc4aad0b9a1b3e272ebfb89fa555d3
0094	r015-o02-w02-c16-p04-a28744	015	04	28744	119564	23622	143669	254b909a78d0b82099b8a177eb102694131df4d0256722f0fdff0e68cb0d9da3
0095	r015-o02-w02-c16-p05-a28749	015	05	28749	119573	23622	143669	1dac447fa1a97e27af381922d68a45fda6e06e74f9097b6e279a98923b1e9884
0096	r016-o02-w02-c17-p00-a24090	016	00	24090	112962	23622	143669	643474a06452993bd6dc1881b1dcd282026a6d9d1e13710d218d4f2d8adb40a8
0097	r016-o02-w02-c17-p01-a24118	016	01	24118	113012	23622	143669	b9eb689d0bacd3688d6b6ed60eff326ea0c73a817cbc18c1a13c1b6b3b6d4df6
0098	r016-o02-w02-c17-p02-a24123	016	02	24123	113021	23622	143669	504700c60acdda63740b5cb778d642bdef16b10b654d2ceec73dbc20e43b3468
0099	r016-o02-w02-c17-p03-a28682	016	03	28682	119452	23622	143669	409d7703aa4517da609efc603c5da8b430b6a489a7af09da71d877e8fc590ce2
0100	r016-o02-w02-c17-p04-a28744	016	04	28744	119564	23622	143669	f9319cbd347e0f5a57932593683a556e8cb374a0cacaa75a83ac5619ec6eae1f
0101	r016-o02-w02-c17-p05-a28749	016	05	28749	119573	23622	143669	b165794abd6125d1de0601609e473e74191c37b6e604adf1ed1f7f56f66c5d3e
0102	r017-o03-w00-c17-p00-a28687	017	00	28687	119460	23622	143669	6dd19d84faf41ccc564668644c30128469b6e8ba4bcdbceeddc92def428a9105
0103	r017-o03-w00-c17-p01-a28756	017	01	28756	119586	23622	143669	610a7bfecf7538ffe5c5e02c542e3634680ff089d05b9eeea656dffe5879f70f
0104	r017-o03-w00-c17-p02-a28759	017	02	28759	119589	23622	143669	d40a41fe72f3db6bd8e84f62e4ed27e5df66553d68c13d26998e19b943e03e5e
0105	r017-o03-w00-c17-p03-a48857	017	03	48857	148145	23622	143669	a35e751237e638e2cf007b98410c1675cb7697df2f5a08e8f53e1c7ff885a146
0106	r017-o03-w00-c17-p04-a48944	017	04	48944	148302	23622	143669	8f4340101df8542fe7f706632e2da279e2c8ac09d34073c13bf07123409016b5
0107	r017-o03-w00-c17-p05-a48959	017	05	48959	148317	23622	143669	e1a3cb72eb4f3107ee0c64a39c321c940cafb84ff93607925ef59a72a5da925c
0108	r018-o03-w01-c16-p00-a28687	018	00	28687	119460	23622	143669	58c5a088e0ecb5ce6c708cbcfecfd82f9e5b516818eaf4d54c8598f2194b184d
0109	r018-o03-w01-c16-p01-a28756	018	01	28756	119586	23622	143669	d12692304af04941bbfab8723c4b72d511c077790ba4301f8acb24d456352245
0110	r018-o03-w01-c16-p02-a28759	018	02	28759	119589	23622	143669	22c2b45739aa2947254725aff4d0b92a7514277d6822232f9bb144832caea6e3
0111	r018-o03-w01-c16-p03-a48857	018	03	48857	148145	23622	143669	055c569136d2df3b9b27e3a475918f9ca59db9ae24748193beeef5e8a7def61d
0112	r018-o03-w01-c16-p04-a48944	018	04	48944	148302	23622	143669	69f28ca1b5cd8c294d92b4a2fd0e95396857821fa20cf690a442554d46a15e46
0113	r018-o03-w01-c16-p05-a48959	018	05	48959	148317	23622	143669	1d9a2bbc619849289fafedb5b24761640fddb3baa24f67bbcbbfc489be36493b
0114	r019-o03-w02-c17-p00-a28687	019	00	28687	119460	23622	143669	8a7bc1cc8828604885b6ec130b12da552a985e193900c041c238ab07c6334e0c
0115	r019-o03-w02-c17-p01-a28756	019	01	28756	119586	23622	143669	333118920cf9793e9b99f2ea7dfb65070ff51e220cae70b0917aad03fa5e8069
0116	r019-o03-w02-c17-p02-a28759	019	02	28759	119589	23622	143669	8c806cdb9f0000b2a5abe28436b5cbd609054f18c5584b6de8ebd8015225e97a
0117	r019-o03-w02-c17-p03-a48857	019	03	48857	148145	23622	143669	357bc4f2dacc4b8a95e9ff1030ca61ce41ba75db59e69a72fed1defa2ef22cb6
0118	r019-o03-w02-c17-p04-a48944	019	04	48944	148302	23622	143669	a199e9794d4e290a579c36729d20d7f22731a58c28ad92ae50f2d80f10b46428
0119	r019-o03-w02-c17-p05-a48959	019	05	48959	148317	23622	143669	e45ef93cadc4a505eea23d14f1dea20bf4998e27ff4e87f33bbd937d7ec92359
0120	r020-o03-w03-c17-p00-a28687	020	00	28687	119460	23622	143669	3a1c270edd9f4854077e03d1a79ddc95e123e219f06cbc21971dbb5fd830eaac
0121	r020-o03-w03-c17-p01-a28756	020	01	28756	119586	23622	143669	cf94eca34360d9a379721d7f0a77a38093933bcdd35cff2752b0fe3fa34a7b1d
