239	p01-c076	01	076	3800	3850	50	26099	159968	10784715	81418f92a36980a5a313fb279c4c9ac5ac44a46fc395322452e8eedc6403ea78	29590040	9ba2fa611519be03f633375c76b7cef9f61e89d44c7e0dcde70c706c5222cd0d	4468272	38d5edd1f645ee1e9d13ac40401d3fa9e2328c425b26a44843f31ffdcad0c840	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-239.lrat.xz
240	p01-c077	01	077	3850	3900	50	26099	159968	10784715	a4d8cf487db23f2cc1979f757f81b25f719362a8f2ee49490af08320123a2126	30343696	eb3fef2eb3dfdfd4df99c9e08519057b2a276d50884fc3cbd828d3861639028a	4447108	08873e8a935c8967a68ab3e7c490bfbfe72c0aee347fa895ffe0b6979022862d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-240.lrat.xz
241	p01-c078	01	078	3900	3950	50	26099	159968	10784715	858c5c27da59e68dcfe33c04573e03dfbd5e2f9c81c744ea4c5c6e419f699c33	31529242	be89a8b355dbbf7235a1530b80bb8e79f9cf6afe4114a8e44241efa97dcb3edb	4759720	7335fc451cd06bd4d19f955355e0d1accc6fdafd556b7f52595d14fc5fa14ad6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-241.lrat.xz
242	p01-c079	01	079	3950	4000	50	26099	159968	10784715	2cfc20c4dc9e12c4962e88147b6def4ab368df0d2fc62be2b770c43033f3f15f	21602660	d47c66589711d594618a1ed49675462d6785479f881bddeb45a631a84123b108	2792432	2fcf14bf111adda0386b14a5d6419e645fd59a7926853d83693dbf8443bef0fd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-242.lrat.xz
243	p01-c080	01	080	4000	4050	50	26099	159968	10784715	e339be67773afbbaa8b0f4273e0d5b478738c29ab45d06181b1b0834df12da7a	29392691	ac3369608acdea7ded89599c2f106d26154bde91295781b3e299be2e0cc90d3b	4379860	019353fbd57318921122759a68a2155acadcddd1d03bb9b462f2644ca3b6d526	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-243.lrat.xz
244	p01-c081	01	081	4050	4100	50	26099	159968	10784715	6c9269c4bd632133b3bedd0463b4605c8da561bf27c73f27907fc2531fc9a9da	27292243	cd1e1fc092f3bb5e5ef9fbe21d8000ffbe73eab8c6b0c0d79b1166ffb1ec5dae	3987624	f70ee73bf44b97c17c6f84e5b1a362c2e00fc19af74f1d09e49a270972aed3a6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-244.lrat.xz
245	p01-c082	01	082	4100	4150	50	26099	159968	10784715	941b6bf3926c71d40289f450634cc81ec32dc052b9d6da9681ee20a50b2ae126	29563914	c7b7d0f48753755c62e059ada9418df856651b99a135a4797cef1f56e088be9e	4571356	afb1479a90fa9afdff5cd3c465660fdf00298dea248296c03e42b17fe31a6519	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-245.lrat.xz
246	p01-c083	01	083	4150	4200	50	26099	159968	10784715	8821b2b7647e4f7d44ebe1045490d8418da19d7d317c770a3111261fe0a3030e	30656391	4a3c8ea4043eff461843fd225d70d91b5f1de4addb9c9dd55463bdd2a4735a02	4470668	7c996ac8987f3e373f723e840b15a3f2cecf7fc2a2c2d267b4239eb59930f1a7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-246.lrat.xz
247	p01-c084	01	084	4200	4250	50	26099	159968	10784715	fec46f3ed4b79f87d46c84ffe6e071ee65fcf70524ee96b577064b8ba7d63b77	29489975	56d7757b0c346fed973f2c39ca623bbf4416ef96e5289b5dc9eb5b7a2fe0e048	4583524	961aba11c046d34b685675ef360f412b25950e69351eb0069f4d2672526e7535	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-247.lrat.xz
248	p01-c085	01	085	4250	4300	50	26099	159968	10784715	eb592560f12757577b4514e2173ce2443850f838b3a436bfda24bde4dff5245e	23891548	67ac8c4c558b4331eb59eee09e869231b0c90e40ce1c8d33a2a47fcb55c854d6	3305920	befea0bd212ab000af836f985c84bb4934c61da8dd40bf7a097500043b5cdfd9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-248.lrat.xz
249	p01-c086	01	086	4300	4350	50	26099	159968	10784715	9587e6785aa5d789402a1a43f25a9363a7a297f110ed0a24e4d3c5539c791a26	32057826	700d07f69d0a72b428ed42dbf6688c53fbde75c0694006a41d1e206ce3fab789	5055856	e2b5f38dbd53dfc7e4ba010fab326fec7c42ba73f2a372384ac6e7ff436a18d9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-249.lrat.xz
250	p01-c087	01	087	4350	4400	50	26099	159968	10784715	4651f9a269b98a38e0ddd648625f03d498eb19d604111e477d2c8fdee31b64d9	32093381	a6ff27bf6cd661184e22ed7300b63198fb0c03a781e7aecb872cd65f53787703	4908180	e681f0c17324cc2774f64c017b7891109f6ab90d473ef095a5970ba85d3186f2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-250.lrat.xz
251	p01-c088	01	088	4400	4450	50	26099	159968	10784715	a701e8a7ffc48bd01fcdf5a4a85d8e15e3f02b712a6c45e43f7dbefcb371d3ad	29587314	d234e59e8db14354dc2dfd46a58b8b2350c9f94f4066a4c20b13e5bbc4daab14	4393480	22488999f0901290bd100892abcfb93fca6dfae78a0644803e2c339c2c37da93	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-251.lrat.xz
252	p01-c089	01	089	4450	4500	50	26099	159968	10784715	d29c1842ff15ee780ed0d4e36391c06069982190ce5cfa444d720342f6195eda	31790640	40db4ede44eb8b33fa823c8022cafdbf28b42d4d55d213a938dfafff9d81ab45	4783092	fb5ce3b7fc95930aaabc0268a5a56aff2221e8ef0a7628e82e3431f5807b43ea	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-252.lrat.xz
253	p01-c090	01	090	4500	4550	50	26099	159968	10784715	ca00de037ef20561cd7416521229ec12f064d3b1f6e57a769f00dd85b2658aa1	30554161	05345a9c45da9f4185cf4959ce96f6a18cb7304a471fa4db2a93d06951b1c012	4841916	87049fcdab9fcb6413bdabc731ae3188b6985ded4fcbdef543388ca6992f2bef	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-253.lrat.xz
254	p01-c091	01	091	4550	4600	50	26099	159968	10784715	b5086e6fdc3f34704de78a085ff64ab165a36fc39f9906f0f81d3a8463bd9172	29155762	14df0e39048dd6a388267ca65c60369a428683e359f7658e3ffad9e2f94ea390	4424468	5352f73629028647989dd22e07e8c6541a75bf4a083b8df1d05e1f7b1439d2e5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-254.lrat.xz
255	p01-c092	01	092	4600	4650	50	26099	159968	10784715	65575c92e3b0c31154f69f800f4b163fef76f4490db144e5d48778660eedbeb4	34634171	f1639774a6b647b70efb5efc3cbf0605a80c1209abb19607974aba0ac573d907	5507568	2e504df52419888bd9eca28266c94177a9f2923da32f7a7ce731f624f1daa35a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-255.lrat.xz
256	p01-c093	01	093	4650	4700	50	26099	159968	10784715	b68a9b1526178f040504eef266a0c65180a13eedc5da1f88b0518a2aa761850c	22652496	7143ac0f2802a2362d7d623a4f3074c1a28aa1c8610dde9a72cea7c6565eed12	2781932	98456cef061cdbbce5f71ec360884e4f8f9535e838a614f765cad66cb7bec5a9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-256.lrat.xz
257	p01-c094	01	094	4700	4750	50	26099	159968	10784715	d932ed6359d3552bd4e3ed57c32060f9849c62cd15e4e0dfa01099b5b65d9080	29367744	89a4f75816763dfc4dd89f85666c94dadc706f8598496222d57f04e4528815d1	4515636	467ea914251d0578d184fd27b26f7ee35fe475ad9ec49528addc3192dcc00d26	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-257.lrat.xz
258	p01-c095	01	095	4750	4800	50	26099	159968	10784715	110e7665610d2c7ae3195bf4cff2d8fc0df2275bc88df71c23cb02e67f1a54d1	25735959	2ac13c49a672bd6554580e381cdfde154f5fe02290801f02cf2959e66d183885	3714948	c828745c3d83117341a6a4ce97839eae129aedad359d0da9b32e3dda969ce2de	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-258.lrat.xz
259	p01-c096	01	096	4800	4850	50	26099	159968	10784715	7e8fba97ae18cf4b27a83bd818efd04a0cf14f85b04fd603334143b9240c1f81	39463243	0144191907ca96decd6295b122ec41da280ccf36fba025034ba213a6ce585745	6598600	5a3734bb400ef00282a90b3d0d8be0c0a29ed25a870fd6a3924c3471daa45262	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-259.lrat.xz
260	p01-c097	01	097	4850	4900	50	26099	159968	10784715	f9329a7a87aa33665353f3e52191ce6df0a2e460d6471b0a6f11bb12b93b5ba9	26482751	0a01779aa6491a9438412926af07ad36173fbc86279948641f195fde4f30f205	3901624	ff1cbc780d1adaeb7285f672e70076b366013090b93f2510573d0a1edcd62f0f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-260.lrat.xz
261	p01-c098	01	098	4900	4950	50	26099	159968	10784715	ef875515f00be97e474b56230940a39e824a1372567d3c352c276312c6daf975	36092199	590d3d7d369160db6ad91fbe04da45977ab67a8ddb668be6b8fb3cba91d14523	5579588	3a19949a19513946c762e624adfe27a324da1bf713f372afecc58b8cb80872b5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-261.lrat.xz
262	p01-c099	01	099	4950	5000	50	26099	159968	10784715	21b072316c3cb64903b80b1cd742ce021d8989ba9e3910163e4c0b4bd8714757	35152373	498c5eed6d0523bcf09d672002ddba52472064f9166817dc74b6838cf76dd507	5580860	1083d8191127ff6f58dffd7eaeaa1420b4d222c22e729dd74b6788c942a0b30a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-262.lrat.xz
263	p01-c100	01	100	5000	5050	50	26099	159968	10784716	0e1f603ee13acacb5c343e89ebf6d1ef8a74f3b11f5b01e51e291bef74f3c1b2	24270046	34ea0c95c6ec7054bc25a523f2cbe2648050a8fd54fc1e4335fca9c882204510	3373012	515ffc72fca407a5dd5b6ed648044a40ed23cfae2aa9a7b0219a559f1d638f9a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-263.lrat.xz
264	p01-c101	01	101	5050	5100	50	26099	159968	10784716	da88e246733d543252fd1027f09b5a9961ecbf6cd87c3f43c3966bf7231b81d4	25962041	884cc7fb3c031dd5a23497d0cdf0a63c6c7fcb32cb57ed085e70d7226bb58343	3597940	2caa1deb9bf59e7635c97772ea736ded5d68e8cce9a8b0e7787875ffb7729088	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-264.lrat.xz
265	p01-c102	01	102	5100	5150	50	26099	159968	10784716	4f0c2bdffcc8cc7b9c95969c7a5651691c2addf09dbdd54e1abd389f711f96bb	28967421	cc4fbc5aabbff3d782862d9a2ef734eb91f926c79debabbcdb02b61ed428d010	4195688	136f7c921e5aca7b6d54e6ee70d65456203a3fd5208b0a44c8d7467d95b62014	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-265.lrat.xz
266	p01-c103	01	103	5150	5200	50	26099	159968	10784716	cab29f3daf6cefdbd0597a79bac15f9a276a5ef0871ae35849fe5c32ceac9cef	31805387	bf585512cedb8fdb072f53eb3457e284a8811661c6dd00d492963d93c693a4e4	4846412	0ae1497efef6f8e351fcc2c962c006bc39739c2df870cf669847b40ef27bd580	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-266.lrat.xz
267	p01-c104	01	104	5200	5250	50	26099	159968	10784716	c614c410c8b29898f4b59f6e99884d8df4f832a3351a7942c373b38129a8554d	27341458	d9ba1630b895ae99ace155264b9a140c3fef64fb8fc4e34d618796bfc55d7a9e	4034540	2e1b5333608920b305369bc991af8e2081f3044cc19afd19bb2e5d5a1215af63	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-267.lrat.xz
268	p01-c105	01	105	5250	5300	50	26099	159968	10784716	583de0ddeaf95df86e7bce971cc36c1edf5778a9c2278565004a328ebc40f77f	28976176	d858924f06a2643fb095ad29401573de607e183b66cf597e52b853290fca9463	4146528	a70a1dd0843a0e9a338317c05f726151bf856a85fc453ca03d3e8d630dec00bd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-268.lrat.xz
269	p01-c106	01	106	5300	5350	50	26099	159968	10784716	d3a1f76fb0e607a0174021dc1e76029a8d8d6c8bda3c6f6774ff0dd1d542f056	30667904	e3a706c86d81913ed8c7e2a032ea968faa757455ce90b102c0f586fe48000393	4603896	b043dd4457b7fcbb9f64ebf661e6dc97b0253a60e57a1aad1e8f0fa750149980	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-269.lrat.xz
270	p01-c107	01	107	5350	5400	50	26099	159968	10784716	64190b410639cb905b1a655464594cb88260438b673805c7ba77f22ffffdf620	36980818	cae7a8660c783a5be9d85b37bd58c7284ef1a65f9960643c0f37212a9ed8b3a6	5692528	9e2a76ab87d71b2ea90d852aa3f2bf94490b0e7c8ebd7b4c8e96b77fc63a767c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-270.lrat.xz
271	p01-c108	01	108	5400	5450	50	26099	159968	10784716	651ea9d4a98ce0e9ae0214bcd803dd0b0d59f57311d9cbc0bdb7825f6e10a375	7161021	71cdc06d300b8f5041184db47611c0b894b2612c01c7e614e0052ca1da3684af	482168	f64c80a6f3de0fbc047e3e8cd054b624931bb57345f1439355cc2762000312c5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-271.lrat.xz
272	p01-c109	01	109	5450	5500	50	26099	159968	10784716	84eb306e3be4df232370a9a0f05401b147b12466380f13d686589becc82cb5de	24514517	d7c017f3df7f05fb8b397f8e2d9c5002d276f2316554db049e4b42e100bcef84	3377480	f02c3059f89b8c90411cc88fe53ac5a117b62e7f07f67ef78bb702ceab1727a3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-272.lrat.xz
273	p01-c110	01	110	5500	5550	50	26099	159968	10784716	64d316e583ba9f36c2dcbb7d7c6730e387fc705133da0d8e25a399dac0602162	31225604	51ba761728290606e1e9e9c9ff95c576263cede2b0777a0f9c07dfd09d5e9400	4640620	88f76f957a6036f6e95ed0b251d3ca4628cae22d6954d6edfeb594eb782dacef	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-273.lrat.xz
274	p01-c111	01	111	5550	5600	50	26099	159968	10784716	763874e39063cd650383d5fec3559928006cafbdcc72e43ca60aff423639cbd3	29621303	cadc24a3aade3de5d26219d0b088a66c6f38d81716f202a4be9d455f93e7da1e	4478520	483472906a3416799480376482304b2cf82d722abff6cd8609e4ca5797625366	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-274.lrat.xz
275	p01-c112	01	112	5600	5650	50	26099	159968	10784716	c5e7a1026d9229af1005fcc13a9d814714e7803aaa7d499559d67a2b91eb841d	31890763	3723c961158d295cf8a63843e5807832e019b20fa3839999bf663c6acd499904	4839268	80531445e180f732a207e91abcf5c49e1e4d53591a1d1b1661f6735111fb9954	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-275.lrat.xz
276	p01-c113	01	113	5650	5700	50	26099	159968	10784716	8c78dde3d0cd3aea1902d82a6c6ab9dd97130bef5e38d614af6448318f3b2cdd	31827755	0fc4df38d5ea53f40b999ded8b079338eec0081b2c60cf05e94d025c22045d65	5026848	723a9a2ca96c6a4df5abba71e7981a0d46fc4474f19f87ecdedcddf4a8dc7c2f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-276.lrat.xz
277	p01-c114	01	114	5700	5750	50	26099	159968	10784716	a300b8835c96ac59089c109118dc778d63c6ef8567be0ed0841ff41e5de1a8a5	24555076	1576918abc214f0d8d1a3c967ed1a33ace387e13a32a9818c5b9da0401287a09	3426712	17431d05a75c8c1e7b55c457e239c66a888c97a17b99dc6e0472473fd430f24f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-277.lrat.xz
278	p01-c115	01	115	5750	5800	50	26099	159968	10784716	f3ebf9365d720b1a925eb2c9355d2232a1de2d25662300d420e99e4c318b676a	25038158	caa8b6d16cb6642c3a6bd04f00c3841180adfd23d2ec568ed97f9afed4b7de12	3491672	107b02349bd67193708507db1debccc5ad588ae7f03dddb3efe1df99f24445ae	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-278.lrat.xz
279	p01-c116	01	116	5800	5850	50	26099	159968	10784716	e0caf8f83f6c774c9e050c12baa6d3a496785c88ea0b1471b86391ae18dac7a4	32927423	b3682e150e750f971db69395b239b02402a867b7b444452f939020356db5c7c1	5194032	b50f2423684bdd969dea5934552be243926f88d5da6a7d98ee364acfe1201ae8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-279.lrat.xz
280	p01-c117	01	117	5850	5900	50	26099	159968	10784716	eec79e3a200008abcfa88ef3aaf0a28c91b644b69536e59a481c9e4f25f92bfb	31046377	ac1364503ae487e141aa91c0434b147ebb6154d4f97e12ff9f54e0eb10935b8c	4618032	33e9af17256e8a582393ff6373ecc132e75c2bde69cde42c6f2e2d638f6b6581	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-280.lrat.xz
281	p01-c118	01	118	5900	5950	50	26099	159968	10784716	dc7fcb7c282ac2ba650d8a3f827d414b0500816136f12878ca6dff53f87fdb4a	27515455	3271ff927ddadd4ea515cb9a819771c56aa8df941d01a50c0eb3f15091eec1e5	3890220	b49c52c80b9f211db39409e360c96eae923bd0afedd555c61a3bb7dbee51a897	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-281.lrat.xz
282	p01-c119	01	119	5950	6000	50	26099	159968	10784716	ce952fc09cd01b19c6f71ac55914d98cfd5adc2c2893e570d61d5c5d95a4dba5	33794896	586d8db4b7fa8eaa16fd342f208f7ab49c66aac1013c971a0728f62185f27cb1	5178880	c8dc0f3c8ba84834a3d3891ea72062630d10f04e259461418e798a6266c21e55	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-282.lrat.xz
283	p01-c120	01	120	6000	6050	50	26099	159968	10784716	f276f199ccdfb134848ef3263a5b79319e59ea7417d0e1c9bb8f9def59f656cf	21038904	cfd88a64c9b7c278ba01901d1a78f881279a27a9d55c63a8a85c1527efcdc9ad	2672176	0748e13259d209eac4f2f7ef64e1be9edd43b3f6e77b8dc2c37e1e98e997c2d6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-283.lrat.xz
284	p01-c121	01	121	6050	6100	50	26099	159968	10784716	5c711dde9ff6286b7ee79ab08bad49d8412c44bf5a24a75d88a82da9b0f2fc5b	32407504	3a842cbcc35443709fd1574ad4b7b8ace3dd0c91cc3065f2e09ad55626992c0c	4945248	74c0bd7ecb1cdab5e57e882eebdcd6cc9d91b605b43a3be953c134a10c69d081	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-284.lrat.xz
285	p01-c122	01	122	6100	6150	50	26099	159968	10784716	4bc2b1ed91df6dc4a5e19b3c7b1614a016bdb280018a3c79f305b9073c3eb4e4	32168972	99ee15a55108c64bcdc22354317b5e375be81f518b2678588bf65ece120bb89b	4974724	ffe798e7b8a9901d57d34de044759afd23e617262f63e9fb9e606cdeed525b62	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-285.lrat.xz
286	p01-c123	01	123	6150	6200	50	26099	159968	10784716	6387e118827c3b8ae5d2ef07f90791ea75fdf824765e728e851141fce08104e2	7171262	1c5275a32d98cf9831ee3dc615fca727e43f1de73c9289899ea4191a4eae0782	483892	79c171ad7129db105fa55b049b5264aa508ae6ace0edb43aa06ba4f69b9d9420	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-286.lrat.xz
287	p01-c124	01	124	6200	6250	50	26099	159968	10784716	9af01e687f7208acb60f8a7b4ec1724c5afa3a08b4062de37dd3eae395ae90f2	20858943	e94e89023d39db39e8f25d5911b6d6628b59c5e7725069e682bf91723ed99c51	2525016	41b5c3f84ff97513cb56e4bbde81fcfcc0d5efe0873551ce12456871a05aac13	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-287.lrat.xz
288	p01-c125	01	125	6250	6300	50	26099	159968	10784716	4a2cc83a6a9f85896c532667a04a088a60d99b2445fe70c7255b2ffb556b18bc	25743706	a66b3af32ed743cdab7bf01807303ea9ac8e8ceba95292a525ed82d059abe9de	3480280	af1d2a1d69633efd9ea2f5f409f3f0cc670bcaa89d71f04c77bc3b65cd219586	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-288.lrat.xz
289	p01-c126	01	126	6300	6350	50	26099	159968	10784716	a93c040d5436bff634ff726fb6c979ecf842a3273c454a79d453492cce133386	21567678	afe090d5a0798bac042b3ce22db0afa5286f0e2268a6ece3e094a93329df1991	2688184	f2d092a854599abd44fa38c6c71a497347e9d25e12db76ff97d25267fc0adb45	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-289.lrat.xz
290	p01-c127	01	127	6350	6400	50	26099	159968	10784716	df588db9f5099cb13724d21e6ba4d880f7d269f96f4cf014bc7b7c7db2090fa7	29969611	3dd5fea9f5280cc0ce5b678aae36dde54676542d06ce1dd1f307de2ea2c047fa	4478140	c1086641c29767df88c4fa6ee30a1deaa970dad0f80af06e4fef82ed3a5defb2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-290.lrat.xz
291	p01-c128	01	128	6400	6450	50	26099	159968	10784716	26e5c0e5da574300434f91f5b97619a7ace35e023aa2712e77906f1aacb2717e	29839689	00937b55df93b1e9155695f92415519e0531f987a73106ffe2c7b447403a3861	4616680	462fb28f9a4aeb4705a6607afb2af1f72df4bda2a0e1be9b6e0f411b549c6b07	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-291.lrat.xz
292	p01-c129	01	129	6450	6500	50	26099	159968	10784716	755f118d3b2549c9cf033c0300493698111742eb31dccd54cd6dafe93d179d3b	33243313	00ef43d966dfcbb75a3637050d4fe451f5e28797ba00cc9878ed5c130b05d97d	5180692	3846ea82edec59bd4aedb6217b4a0aea2d28a0b37aa763e8c56163fc94051e66	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-292.lrat.xz
293	p01-c130	01	130	6500	6550	50	26099	159968	10784716	a4d3f2fdf575583ceab79322503b3739de7df8b9cb4627a9d1c287b75f5e950c	33688810	d275f28bb0dd8f357a927ad12ac4e7347c094832da5f45e60fba57cb66472dae	5390048	65f1c45399877d7b196868b27c0f0e2f6066d3eed8e01283fd9f411787257411	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-293.lrat.xz
294	p01-c131	01	131	6550	6600	50	26099	159968	10784716	1a2552fb69b4e352b2d57c6597c306f91429f8da85dfe4d90c38ca5ebb79ac0a	7163660	fa10a1096b97fc1cf42207349bc83ac9331c29cefcf6becbc6a52aca17070846	482336	23139308a84a9ef933464972013a345d15a9ab4ffeeb52d2017c7341eefb80a4	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-294.lrat.xz
295	p01-c132	01	132	6600	6650	50	26099	159968	10784716	1a971ea4faccf059d6b45e2fa7413a6151e1101254a5aea4f24e1b3720a32661	25673267	b35f8c83010214c8cb4b21a992ee4efdd14008aaf4c952f522b55e4a87dd2cb4	3700364	a13514cf79447eabb539c56e1064f03dbd4b6473cf9e166fe414abe6a5ffcd1e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-295.lrat.xz
296	p01-c133	01	133	6650	6700	50	26099	159968	10784716	6c6455334a105ef2bf7351c9370376e3296077d96d92baaefc1791ef8f4ee9fb	26411566	3db4283b8ec29bbacca70f969b9655ac00e4f022ffb632dad0d210976cb1b131	3614236	d7d7cc7f484bda8aa2098a45beb0f0a40fb4bbc101854ebb0f65335a8333d9cc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-296.lrat.xz
297	p01-c134	01	134	6700	6750	50	26099	159968	10784716	72d1281f04f8f29e66d5fab4e5720df7f9e5a5a574b1e92a04c0a0acff98f37f	29868224	b9c246d8f7aa7f4927fe871187f60544a33d8bf7f01e00ce0d0c1659990ae127	4665768	66c419fee13d424e0831308b022164dba77031e754e1fa3fa79ea438905a2823	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-297.lrat.xz
298	p01-c135	01	135	6750	6800	50	26099	159968	10784716	21b2451384935692e1c12df0c2f989106e2d94c51f5c091dd5a5a6e2ee4ef9cd	31241239	a5ca86adf33072d8d3609eb8f9443e980b7291be739641b5eae0e9d0934ce6a1	4755320	6a083fe56164c988dd9df54a3bacf89b390b2d7f685bb8455066677bb9be05b0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-298.lrat.xz
299	p01-c136	01	136	6800	6850	50	26099	159968	10784716	d71d96e44ea4f0d38f89441f521bcf5bd40ed1e7fa597b5371dd47406c566b76	30538610	dcd189a7cb6f6278fe2ba23bff14f23584748bc1055f00e2c4dbbc2700be4581	4492868	d1d1dd7b5424891017b742944ed2a3918d7a3e1b05a87a713d61d4b385a57de7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-299.lrat.xz
300	p01-c137	01	137	6850	6900	50	26099	159968	10784716	875ecd2e8c4c471a38c590012d327f89cda600ccd4810aad101d11b616244e59	30970016	f92b9a0d31a277c74910aeb5925907c1390a16264695c9d059f3132d9ab271d1	4721352	f23d6e1198525ddd371a358c4a2551dd8e2fc3610e67fd019dbf2fe139e27a58	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-300.lrat.xz
301	p01-c138	01	138	6900	6950	50	26099	159968	10784716	4bc5271a0e8c643ffb6937c784043b8b4e2155ed687e4b076378fa4c477a1f63	38961461	c1ade1fa334c860285941fae9578b06c95c5316c48d0fe43108dacbaa704755c	6354196	2c53d451bcaa97365b3291e9b6ca1f2958c7eef58774dc9dcef6ab540a2b4381	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-301.lrat.xz
302	p01-c139	01	139	6950	7000	50	26099	159968	10784716	e088ebbfbbfa07baef91bec7de74e7bcf122565bbf20656091e3b8d26b3238f7	31561768	31655452ee81eb3ef914b7292e0ece8bbfe053ef866b3217fa584d9ffa4e94d3	4747776	b8a80a5c274882681371676e557cfad61c70912999606a7e4d64aedb3ccc7f13	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-302.lrat.xz
303	p01-c140	01	140	7000	7050	50	26099	159968	10784716	6bd2048772a98896ae9334a8877603fbc65900e99805e583b99facd115691230	7169773	3cdd8295e4d2789223c06fec592455c95677c692ab2d968715223f4d3fe91a45	482420	5b10af14eb5a2d5b4a6e08e44447e7e34aa70cfcd44449c1bab6501ec46c3d2a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-303.lrat.xz
304	p01-c141	01	141	7050	7100	50	26099	159968	10784716	80eb28c9036674e68c0ab6ccac6880a702a273c76af6dd38654db945234f937f	27615483	e04213eb2ffe3a8e5cb80bb3be972913a7833de13647f9b4dcaa31df4122cb0c	3888380	a9d2975b5dbd44dec70b4433944a022fddcb04fa4679b9a4512dc29fa2cdb3ec	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-304.lrat.xz
305	p01-c142	01	142	7100	7150	50	26099	159968	10784716	2272c87a39ad77712bb2158f22bf9fdfabf97640af81531fb2ea5001f161c786	26831769	df9590dfee9b32b363c02db164da2889e70bfee125d7808b8fa4f374b57a2e49	3603776	b81c7a56e4bd18a78f47a291dee17c0f2720ee9dedb0c0ecd86be81ecd5b90ca	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-305.lrat.xz
