n,H_negative,mu,mertens,abs_mertens,mertens_d1,mertens_back4,mertens_forward4,mertens_back8,mertens_forward8,is_prime,omega,bigomega,is_squarefree,is_prime_power,prime_power_exponent,prime_gap,distance_prev_prime,distance_next_prime,squarefree_run_left,squarefree_run_right,squarefree_count_5,squarefree_count_9,prime_power_count_9,psi_bit_mass_d1,psi_bit_mass_back4,psi_bit_mass_forward4,psi_bit_curvature4
1304,0,0,-1,1,0,-1,0,-2,-3,0,2,4,0,0,0,4,1,3,0,0,3,5,3,0,22,11,-11
1305,0,0,-1,1,0,0,0,-1,-3,0,3,4,0,0,0,4,2,2,0,0,3,6,3,0,11,11,0
1306,0,1,0,0,1,0,-1,1,-2,0,2,2,1,0,0,4,3,1,1,2,2,6,2,0,11,11,0
1307,0,-1,-1,1,-1,0,-3,-1,-3,1,1,1,1,1,1,16,0,0,2,1,3,6,2,11,11,11,0
1308,0,0,-1,1,0,0,-3,-1,-1,0,3,4,0,0,0,12,1,11,0,0,4,5,1,0,11,0,-11
1309,0,-1,-2,2,-1,-1,-3,-1,-1,0,3,3,1,0,0,12,2,10,1,3,4,6,1,0,11,0,-11
1310,0,-1,-3,3,-1,-3,-1,-3,1,0,3,3,1,0,0,12,3,9,2,2,3,6,1,0,11,0,-11
1311,0,-1,-4,4,-1,-3,0,-3,3,0,3,3,1,0,0,12,4,8,3,1,4,6,1,0,0,0,0
1312,0,0,-4,4,0,-3,2,-3,3,0,2,6,0,0,0,12,5,7,0,0,3,5,0,0,0,0,0
1313,0,1,-3,3,1,-1,2,-2,3,0,2,2,1,0,0,12,6,6,1,1,3,6,0,0,0,0,0
1314,0,0,-3,3,0,0,2,-3,1,0,3,4,0,0,0,12,7,5,0,0,2,6,0,0,0,0,0
1315,0,1,-2,2,1,2,3,-1,2,0,2,2,1,0,0,12,8,4,1,1,3,6,1,0,0,0,0
1316,0,0,-2,2,0,2,1,-1,1,0,3,4,0,0,0,12,9,3,0,0,3,5,1,0,0,11,11
1317,0,1,-1,1,1,2,1,1,1,0,2,2,1,0,0,12,10,2,1,3,4,6,2,0,0,11,11
1318,0,1,0,0,1,3,-1,3,0,0,2,2,1,0,0,12,11,1,2,2,3,6,2,0,0,22,22
1319,0,-1,-1,1,-1,1,-1,3,0,1,1,1,1,1,1,14,0,0,3,1,4,6,2,11,11,22,11
1320,0,0,-1,1,0,1,0,3,0,0,4,6,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1321,0,-1,-2,2,-1,-1,0,1,0,1,1,1,1,1,1,8,0,0,1,2,3,5,2,11,22,11,-11
1322,0,1,-1,1,1,-1,1,2,2,0,2,2,1,0,0,6,1,5,2,1,2,5,2,0,22,0,-22
1323,0,0,-1,1,0,0,1,1,2,0,2,5,0,0,0,6,2,4,0,0,2,5,3,0,11,0,-11
1324,0,0,-1,1,0,0,0,1,2,0,2,3,0,0,0,6,3,3,0,0,2,4,2,0,11,11,0
1325,0,0,-1,1,0,1,0,0,2,0,2,3,0,0,0,6,4,2,0,0,2,5,2,0,0,11,11
1326,0,1,0,0,1,1,1,0,3,0,4,4,1,0,0,6,5,1,1,2,2,5,1,0,0,11,11
1327,0,-1,-1,1,-1,0,1,0,1,1,1,1,1,1,1,40,0,0,2,1,3,4,2,11,11,11,0
1328,0,0,-1,1,0,0,2,0,1,0,2,5,0,0,0,34,1,33,0,0,4,4,2,0,11,4,-7
1329,0,1,0,0,1,1,2,2,1,0,2,2,1,0,0,34,2,32,1,2,3,5,2,0,11,4,-7
1330,0,1,1,1,1,1,2,2,1,0,4,4,1,0,0,34,3,31,2,1,2,6,2,0,11,4,-7
1331,0,0,1,1,0,2,0,2,-1,0,1,3,0,1,3,34,4,30,0,0,3,6,2,4,4,4,0
1332,0,0,1,1,0,2,-1,2,0,0,3,5,0,0,0,34,5,29,0,0,3,5,1,0,4,0,-4
1333,0,1,2,2,1,2,-1,3,0,0,2,2,1,0,0,34,6,28,1,3,3,6,1,0,4,0,-4
1334,0,-1,1,1,-1,0,-1,1,-1,0,3,3,1,0,0,34,7,27,2,2,3,6,1,0,4,0,-4
1335,0,-1,0,0,-1,-1,-1,1,-1,0,3,3,1,0,0,34,8,26,3,1,4,6,1,0,0,0,0
1336,0,0,0,0,0,-1,1,1,1,0,2,4,0,0,0,34,9,25,0,0,4,6,0,0,0,0,0
1337,0,1,1,1,1,-1,1,1,1,0,2,2,1,0,0,34,10,24,1,3,4,6,0,0,0,0,0
1338,0,-1,0,0,-1,-1,0,-1,1,0,3,3,1,0,0,34,11,23,2,2,3,6,0,0,0,0,0
1339,0,1,1,1,1,1,0,0,3,0,2,2,1,0,0,34,12,22,3,1,3,6,0,0,0,0,0
1340,0,0,1,1,0,1,0,0,3,0,3,4,0,0,0,34,13,21,0,0,3,5,0,0,0,0,0
1341,0,0,1,1,0,0,0,-1,3,0,2,3,0,0,0,34,14,20,0,0,3,6,0,0,0,0,0
1342,0,-1,0,0,-1,0,1,-1,4,0,3,3,1,0,0,34,15,19,1,2,2,6,0,0,0,0,0
1343,0,1,1,1,1,0,3,1,5,0,2,2,1,0,0,34,16,18,2,1,3,6,0,0,0,0,0
1344,0,0,1,1,0,0,3,1,5,0,3,8,0,0,0,34,17,17,0,0,4,5,0,0,0,0,0
1345,0,1,2,2,1,1,3,1,5,0,2,2,1,0,0,34,18,16,1,3,4,6,0,0,0,0,0
1346,0,1,3,3,1,3,3,3,3,0,2,2,1,0,0,34,19,15,2,2,3,6,0,0,0,0,0
1347,0,1,4,4,1,3,2,3,3,0,2,2,1,0,0,34,20,14,3,1,4,6,0,0,0,0,0
1348,0,0,4,4,0,3,2,3,3,0,2,3,0,0,0,34,21,13,0,0,3,5,0,0,0,0,0
1349,0,1,5,5,1,3,2,4,3,0,2,2,1,0,0,34,22,12,1,1,3,6,0,0,0,0,0
1350,0,0,5,5,0,2,0,5,3,0,3,6,0,0,0,34,23,11,0,0,2,6,0,0,0,0,0
1351,0,1,6,6,1,2,1,5,2,0,2,2,1,0,0,34,24,10,1,1,3,6,0,0,0,0,0
1352,0,0,6,6,0,2,1,5,1,0,2,5,0,0,0,34,25,9,0,0,3,5,0,0,0,0,0
1353,0,-1,5,5,-1,0,1,3,1,0,3,3,1,0,0,34,26,8,1,3,4,6,0,0,0,0,0
1354,0,1,6,6,1,1,3,3,1,0,2,2,1,0,0,34,27,7,2,2,3,6,0,0,0,0,0
1355,0,1,7,7,1,1,1,3,-1,0,2,2,1,0,0,34,28,6,3,1,4,6,0,0,0,0,0
1356,0,0,7,7,0,1,0,3,-1,0,3,4,0,0,0,34,29,5,0,0,4,5,0,0,0,0,0
1357,0,1,8,8,1,3,0,3,-1,0,2,2,1,0,0,34,30,4,1,2,3,6,1,0,0,0,0
1358,0,-1,7,7,-1,1,-2,2,-1,0,3,3,1,0,0,34,31,3,2,1,2,6,1,0,0,11,11
1359,0,0,7,7,0,0,-2,1,1,0,2,3,0,0,0,34,32,2,0,0,3,6,1,0,0,11,11
1360,0,0,7,7,0,0,-1,1,0,0,3,6,0,0,0,34,33,1,0,0,3,5,1,0,0,11,11
1361,0,-1,6,6,-1,-2,-1,1,0,1,1,1,1,1,1,40,0,0,1,3,3,6,1,11,11,11,0
1362,0,-1,5,5,-1,-2,1,-1,1,0,3,3,1,0,0,6,1,5,2,2,3,6,1,0,11,0,-11
1363,0,1,6,6,1,-1,3,-1,1,0,2,2,1,0,0,6,2,4,3,1,4,6,2,0,11,0,-11
1364,0,0,6,6,0,-1,1,-1,1,0,3,4,0,0,0,6,3,3,0,0,4,6,2,0,11,11,0
1365,0,1,7,7,1,1,1,-1,1,0,4,4,1,0,0,6,4,2,1,3,4,6,3,0,0,11,11
1366,0,1,8,8,1,3,0,1,-1,0,2,2,1,0,0,6,5,1,2,2,3,6,2,0,0,17,17
1367,0,-1,7,7,-1,1,-2,0,-3,1,1,1,1,1,1,12,0,0,3,1,3,6,2,11,11,17,6
1368,0,0,7,7,0,1,0,0,-2,0,3,6,0,0,0,6,1,5,0,0,3,5,2,0,11,6,-5
1369,0,0,7,7,0,0,0,1,-2,0,1,2,0,1,2,6,2,4,0,0,3,6,3,6,17,6,-11
1370,0,-1,6,6,-1,-2,-1,1,-2,0,3,3,1,0,0,6,3,3,1,2,2,6,3,0,17,11,-6
1371,0,1,7,7,1,0,-1,1,-2,0,2,2,1,0,0,6,4,2,2,1,3,5,3,0,6,11,5
1372,0,0,7,7,0,0,-2,1,-2,0,2,5,0,0,0,6,5,1,0,0,4,4,2,0,6,11,5
1373,0,-1,6,6,-1,-1,-2,-1,-2,1,1,1,1,1,1,14,0,0,1,2,3,4,2,11,11,11,0
1374,0,-1,5,5,-1,-1,-1,-3,-2,0,3,3,1,0,0,8,1,7,2,1,2,5,1,0,11,0,-11
1375,0,0,5,5,0,-2,-1,-2,0,0,2,4,0,0,0,8,2,6,0,0,2,5,1,0,11,0,-11
1376,0,0,5,5,0,-2,0,-2,1,0,2,6,0,0,0,8,3,5,0,0,2,4,1,0,11,0,-11
1377,0,0,5,5,0,-1,0,-2,1,0,2,5,0,0,0,8,4,4,0,0,2,5,2,0,0,0,0
1378,0,-1,4,4,-1,-1,-1,-2,2,0,3,3,1,0,0,8,5,3,1,2,2,5,1,0,0,11,11
1379,0,1,5,5,1,0,1,-2,3,0,2,2,1,0,0,8,6,2,2,1,3,5,1,0,0,11,11
1380,0,0,5,5,0,0,1,-2,3,0,4,5,0,0,0,8,7,1,0,0,4,5,1,0,0,11,11
1381,0,-1,4,4,-1,-1,1,-2,3,1,1,1,1,1,1,26,0,0,1,3,4,6,1,11,11,11,0
1382,0,1,5,5,1,1,3,0,5,0,2,2,1,0,0,18,1,17,2,2,3,6,1,0,11,0,-11
1383,0,1,6,6,1,1,2,1,3,0,2,2,1,0,0,18,2,16,3,1,4,6,1,0,11,0,-11
1384,0,0,6,6,0,1,2,1,3,0,2,4,0,0,0,18,3,15,0,0,3,5,1,0,11,0,-11
1385,0,1,7,7,1,3,2,2,3,0,2,2,1,0,0,18,4,14,1,1,3,6,1,0,0,0,0
1386,0,0,7,7,0,2,2,3,3,0,4,5,0,0,0,18,5,13,0,0,2,6,0,0,0,0,0
1387,0,1,8,8,1,2,1,3,2,0,2,2,1,0,0,18,6,12,1,1,3,6,0,0,0,0,0
1388,0,0,8,8,0,2,1,3,1,0,2,3,0,0,0,18,7,11,0,0,3,5,0,0,0,0,0
1389,0,1,9,9,1,2,1,5,1,0,2,2,1,0,0,18,8,10,1,3,4,6,0,0,0,0,0
1390,0,-1,8,8,-1,1,1,3,1,0,3,3,1,0,0,18,9,9,2,2,3,6,0,0,0,0,0
1391,0,1,9,9,1,1,1,3,1,0,2,2,1,0,0,18,10,8,3,1,4,6,0,0,0,0,0
1392,0,0,9,9,0,1,0,3,-1,0,3,6,0,0,0,18,11,7,0,0,4,5,0,0,0,0,0
1393,0,1,10,10,1,1,0,3,-1,0,2,2,1,0,0,18,12,6,1,2,3,6,0,0,0,0,0
1394,0,-1,9,9,-1,1,0,2,-1,0,3,3,1,0,0,18,13,5,2,1,2,6,0,0,0,0,0
1395,0,0,9,9,0,0,0,1,1,0,3,4,0,0,0,18,14,4,0,0,3,6,1,0,0,0,0
1396,0,0,9,9,0,0,-1,1,2,0,2,3,0,0,0,18,15,3,0,0,3,5,1,0,0,11,11
1397,0,1,10,10,1,0,-1,1,2,0,2,2,1,0,0,18,16,2,1,3,3,6,1,0,0,11,11
1398,0,-1,9,9,-1,0,-1,1,2,0,3,3,1,0,0,18,17,1,2,2,3,6,1,0,0,11,11
1399,0,-1,8,8,-1,-1,1,-1,2,1,1,1,1,1,1,28,0,0,3,1,4,6,1,11,11,11,0
1400,0,0,8,8,0,-1,3,-1,2,0,3,6,0,0,0,10,1,9,0,0,4,6,1,0,11,0,-11
1401,0,1,9,9,1,-1,3,-1,2,0,2,2,1,0,0,10,2,8,1,3,4,7,1,0,11,0,-11
1402,0,1,10,10,1,1,3,1,0,0,2,2,1,0,0,10,3,7,2,2,3,7,1,0,11,0,-11
1403,0,1,11,11,1,3,1,2,0,0,2,2,1,0,0,10,4,6,3,1,4,7,1,0,0,0,0
1404,0,0,11,11,0,3,-1,2,0,0,3,6,0,0,0,10,5,5,0,0,4,6,0,0,0,0,0
1405,0,1,12,12,1,3,-1,2,0,0,2,2,1,0,0,10,6,4,1,3,4,7,1,0,0,0,0
1406,0,-1,11,11,-1,1,-3,2,-1,0,3,3,1,0,0,10,7,3,2,2,3,7,1,0,0,11,11
1407,0,-1,10,10,-1,-1,-1,2,-1,0,3,3,1,0,0,10,8,2,3,1,4,7,1,0,0,11,11
1408,0,0,10,10,0,-1,1,2,1,0,2,8,0,0,0,10,9,1,0,0,4,6,1,0,0,11,11
1409,0,-1,9,9,-1,-3,1,0,1,1,1,1,1,1,1,24,0,0,1,3,4,6,1,11,11,11,0
1410,0,1,10,10,1,-1,2,0,3,0,4,4,1,0,0,14,1,13,2,2,3,6,1,0,11,0,-11
1411,0,1,11,11,1,1,0,0,3,0,2,2,1,0,0,14,2,12,3,1,3,6,1,0,11,0,-11
1412,0,0,11,11,0,1,0,0,1,0,2,3,0,0,0,14,3,11,0,0,3,5,1,0,11,0,-11
1413,0,0,11,11,0,2,0,-1,1,0,2,3,0,0,0,14,4,10,0,0,3,6,1,0,0,0,0
1414,0,-1,10,10,-1,0,1,-1,1,0,3,3,1,0,0,14,5,9,1,2,2,6,0,0,0,0,0
1415,0,1,11,11,1,0,3,1,2,0,2,2,1,0,0,14,6,8,2,1,3,6,0,0,0,0,0
1416,0,0,11,11,0,0,1,1,0,0,3,5,0,0,0,14,7,7,0,0,4,5,0,0,0,0,0
1417,0,1,12,12,1,1,1,3,0,0,2,2,1,0,0,14,8,6,1,3,4,5,0,0,0,0,0
1418,0,1,13,13,1,3,0,3,-1,0,2,2,1,0,0,14,9,5,2,2,3,5,0,0,0,0,0
1419,0,-1,12,12,-1,1,-1,1,-3,0,3,3,1,0,0,14,10,4,3,1,3,5,1,0,0,0,0
1420,0,0,12,12,0,1,-1,1,-3,0,3,4,0,0,0,14,11,3,0,0,2,4,1,0,0,11,11
1421,0,0,12,12,0,0,-1,1,-3,0,2,3,0,0,0,14,12,2,0,0,2,4,1,0,0,11,11
1422,0,0,12,12,0,-1,-1,2,-4,0,3,4,0,0,0,14,13,1,0,0,1,4,1,0,0,11,11
1423,0,-1,11,11,-1,-1,-2,0,-3,1,1,1,1,1,1,18,0,0,1,1,1,4,2,11,11,11,0
1424,0,0,11,11,0,-1,-2,0,-2,0,2,5,0,0,0,4,1,3,0,0,2,3,2,0,11,11,0
1425,0,0,11,11,0,-1,-2,-1,-2,0,3,4,0,0,0,4,2,2,0,0,3,4,3,0,11,11,0
1426,0,-1,10,10,-1,-2,-3,-3,-3,0,3,3,1,0,0,4,3,1,1,2,2,5,3,0,11,22,11
1427,0,-1,9,9,-1,-2,-1,-3,-3,1,1,1,1,1,1,6,0,0,2,1,3,5,3,11,11,22,11
1428,0,0,9,9,0,-2,0,-3,-3,0,4,5,0,0,0,2,1,1,0,0,4,4,2,0,11,11,0
1429,0,-1,8,8,-1,-3,0,-4,-3,1,1,1,1,1,1,6,0,0,1,2,3,5,3,11,22,11,-11
1430,0,1,9,9,1,-1,0,-3,-1,0,4,4,1,0,0,4,1,3,2,1,2,6,3,0,22,11,-11
1431,0,0,9,9,0,0,-2,-2,-1,0,2,4,0,0,0,4,2,2,0,0,3,6,3,0,11,11,0
1432,0,0,9,9,0,0,-3,-2,-2,0,2,4,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1433,0,-1,8,8,-1,0,-3,-3,-2,1,1,1,1,1,1,10,0,0,1,3,3,6,2,11,11,11,0
1434,0,-1,7,7,-1,-2,-1,-3,0,0,3,3,1,0,0,6,1,5,2,2,3,6,1,0,11,0,-11
1435,0,-1,6,6,-1,-3,1,-3,0,0,3,3,1,0,0,6,2,4,3,1,4,6,2,0,11,0,-11
1436,0,0,6,6,0,-3,1,-3,0,0,2,3,0,0,0,6,3,3,0,0,4,6,2,0,11,11,0
1437,0,1,7,7,1,-1,1,-1,0,0,2,2,1,0,0,6,4,2,1,3,4,7,2,0,0,11,11
1438,0,1,8,8,1,1,1,-1,-1,0,2,2,1,0,0,6,5,1,2,2,3,7,1,0,0,11,11
1439,0,-1,7,7,-1,1,-1,-2,-3,1,1,1,1,1,1,14,0,0,3,1,4,7,1,11,11,11,0
1440,0,0,7,7,0,1,-1,-2,-3,0,3,8,0,0,0,8,1,7,0,0,4,6,1,0,11,0,-11
1441,0,1,8,8,1,1,-1,0,-3,0,2,2,1,0,0,8,2,6,1,3,4,6,1,0,11,0,-11
1442,0,-1,7,7,-1,-1,-2,0,-4,0,3,3,1,0,0,8,3,5,2,2,3,6,1,0,11,0,-11
1443,0,-1,6,6,-1,-1,-2,0,-3,0,3,3,1,0,0,8,4,4,3,1,3,6,2,0,0,0,0
1444,0,0,6,6,0,-1,-2,0,-3,0,2,4,0,0,0,8,5,3,0,0,3,5,1,0,0,11,11
1445,0,0,6,6,0,-2,-2,-1,-3,0,2,3,0,0,0,8,6,2,0,0,3,5,1,0,0,11,11
1446,0,-1,5,5,-1,-2,-2,-3,-4,0,3,3,1,0,0,8,7,1,1,2,2,4,1,0,0,11,11
1447,0,-1,4,4,-1,-2,-1,-3,-2,1,1,1,1,1,1,12,0,0,2,1,2,4,2,11,11,11,0
1448,0,0,4,4,0,-2,-1,-3,-2,0,2,4,0,0,0,4,1,3,0,0,2,3,2,0,11,11,0
1449,0,0,4,4,0,-2,-1,-4,-2,0,3,4,0,0,0,4,2,2,0,0,2,4,3,0,11,11,0
1450,0,0,4,4,0,-1,-2,-3,-1,0,3,4,0,0,0,4,3,1,0,0,1,5,3,0,11,22,11
1451,0,-1,3,3,-1,-1,-1,-3,-1,1,1,1,1,1,1,6,0,0,1,1,2,5,3,11,11,22,11
1452,0,0,3,3,0,-1,-1,-3,-1,0,3,5,0,0,0,2,1,1,0,0,3,4,2,0,11,11,0
1453,0,-1,2,2,-1,-2,-1,-4,-1,1,1,1,1,1,1,8,0,0,1,3,4,5,2,11,22,11,-11
1454,0,1,3,3,1,-1,1,-2,1,0,2,2,1,0,0,6,1,5,2,2,3,5,2,0,22,0,-22
1455,0,-1,2,2,-1,-1,0,-2,-1,0,3,3,1,0,0,6,2,4,3,1,4,6,3,0,11,0,-11
1456,0,0,2,2,0,-1,0,-2,-1,0,3,6,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1457,0,1,3,3,1,1,0,-1,-1,0,2,2,1,0,0,6,4,2,1,1,3,6,2,0,0,11,11
1458,0,0,3,3,0,0,0,-1,-1,0,2,7,0,0,0,6,5,1,0,0,2,6,1,0,0,11,11
1459,0,-1,2,2,-1,0,-1,-1,0,1,1,1,1,1,1,18,0,0,1,1,3,6,1,11,11,11,0
1460,0,0,2,2,0,0,-1,-1,1,0,3,4,0,0,0,12,1,11,0,0,3,5,1,0,11,0,-11
1461,0,1,3,3,1,0,-1,1,1,0,2,2,1,0,0,12,2,10,1,3,4,6,1,0,11,0,-11
1462,0,-1,2,2,-1,-1,-1,-1,1,0,3,3,1,0,0,12,3,9,2,2,3,6,1,0,11,0,-11
1463,0,-1,1,1,-1,-1,1,-1,2,0,3,3,1,0,0,12,4,8,3,1,4,6,1,0,0,0,0
1464,0,0,1,1,0,-1,2,-1,2,0,3,5,0,0,0,12,5,7,0,0,4,5,0,0,0,0,0
1465,0,1,2,2,1,-1,2,-1,2,0,2,2,1,0,0,12,6,6,1,2,3,6,0,0,0,0,0
1466,0,1,3,3,1,1,2,0,2,0,2,2,1,0,0,12,7,5,2,1,2,5,0,0,0,0,0
1467,0,0,3,3,0,2,1,1,0,0,2,3,0,0,0,12,8,4,0,0,3,5,1,0,0,0,0
1468,0,0,3,3,0,2,0,1,0,0,2,3,0,0,0,12,9,3,0,0,2,4,1,0,0,11,11
1469,0,1,4,4,1,2,0,1,0,0,2,2,1,0,0,12,10,2,1,1,2,5,1,0,0,11,11
1470,0,0,4,4,0,1,0,2,0,0,4,5,0,0,0,12,11,1,0,0,2,5,1,0,0,11,11
1471,0,-1,3,3,-1,0,-1,2,1,1,1,1,1,1,1,22,0,0,1,1,3,4,1,11,11,11,0
1472,0,0,3,3,0,0,0,2,1,0,2,7,0,0,0,10,1,9,0,0,3,4,1,0,11,0,-11
1473,0,1,4,4,1,0,0,2,1,0,2,2,1,0,0,10,2,8,1,2,3,5,1,0,11,0,-11
1474,0,-1,3,3,-1,-1,0,0,-1,0,3,3,1,0,0,10,3,7,2,1,2,5,1,0,11,0,-11
1475,0,0,3,3,0,0,2,0,1,0,2,3,0,0,0,10,4,6,0,0,3,6,1,0,0,0,0
1476,0,0,3,3,0,0,1,0,0,0,3,5,0,0,0,10,5,5,0,0,3,5,0,0,0,0,0
1477,0,1,4,4,1,0,1,0,0,0,2,2,1,0,0,10,6,4,1,3,3,6,1,0,0,0,0
1478,0,1,5,5,1,2,-1,1,-1,0,2,2,1,0,0,10,7,3,2,2,3,6,1,0,0,11,11
1479,0,-1,4,4,-1,1,-1,1,-1,0,3,3,1,0,0,10,8,2,3,1,4,6,2,0,0,11,11
1480,0,0,4,4,0,1,-1,1,-1,0,3,5,0,0,0,10,9,1,0,0,4,6,2,0,0,22,22
1481,0,-1,3,3,-1,-1,-1,-1,-1,1,1,1,1,1,1,12,0,0,1,3,4,6,2,11,11,22,11
1482,0,1,4,4,1,-1,0,1,-1,0,4,4,1,0,0,2,1,1,2,2,3,6,2,0,11,11,0
1483,0,-1,3,3,-1,-1,0,0,-3,1,1,1,1,1,1,6,0,0,3,1,3,6,3,11,22,11,-11
1484,0,0,3,3,0,-1,0,0,-3,0,3,4,0,0,0,4,1,3,0,0,3,5,3,0,22,11,-11
1485,0,0,3,3,0,0,0,-1,-3,0,3,5,0,0,0,4,2,2,0,0,3,6,4,0,11,11,0
1486,0,1,4,4,1,0,-1,-1,-4,0,2,2,1,0,0,4,3,1,1,2,2,6,3,0,11,22,11
1487,0,-1,3,3,-1,0,-3,-1,-5,1,1,1,1,1,1,6,0,0,2,1,3,6,3,11,11,22,11
1488,0,0,3,3,0,0,-3,-1,-5,0,3,6,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1489,0,-1,2,2,-1,-1,-3,-1,-5,1,1,1,1,1,1,6,0,0,1,3,4,6,3,11,22,11,-11
1490,0,-1,1,1,-1,-3,-3,-3,-3,0,3,3,1,0,0,4,1,3,2,2,3,6,3,0,22,11,-11
1491,0,-1,0,0,-1,-3,-2,-3,-3,0,3,3,1,0,0,4,2,2,3,1,4,6,3,0,11,11,0
1492,0,0,0,0,0,-3,-2,-3,-3,0,2,3,0,0,0,4,3,1,0,0,3,5,2,0,11,11,0
1493,0,-1,-1,1,-1,-3,-2,-4,-3,1,1,1,1,1,1,10,0,0,1,1,3,6,2,11,11,11,0
1494,0,0,-1,1,0,-2,0,-5,-1,0,3,4,0,0,0,6,1,5,0,0,2,6,1,0,11,0,-11
1495,0,-1,-2,2,-1,-2,-1,-5,0,0,3,3,1,0,0,6,2,4,1,1,3,6,2,0,11,0,-11
1496,0,0,-2,2,0,-2,-1,-5,1,0,3,5,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1497,0,1,-1,1,1,0,-1,-3,1,0,2,2,1,0,0,6,4,2,1,3,4,6,2,0,0,11,11
1498,0,-1,-2,2,-1,-1,-1,-3,-1,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1499,0,-1,-3,3,-1,-1,1,-3,-1,1,1,1,1,1,1,18,0,0,3,1,4,6,1,11,11,11,0
1500,0,0,-3,3,0,-1,2,-3,1,0,3,6,0,0,0,12,1,11,0,0,4,5,1,0,11,0,-11
1501,0,1,-2,2,1,-1,2,-1,1,0,2,2,1,0,0,12,2,10,1,2,3,6,1,0,11,0,-11
1502,0,1,-1,1,1,1,0,0,1,0,2,2,1,0,0,12,3,9,2,1,2,6,1,0,11,0,-11
1503,0,0,-1,1,0,2,-2,1,-1,0,2,3,0,0,0,12,4,8,0,0,3,6,1,0,0,0,0
1504,0,0,-1,1,0,2,-1,1,-2,0,2,6,0,0,0,12,5,7,0,0,3,5,0,0,0,0,0
1505,0,-1,-2,2,-1,0,-1,-1,-2,0,3,3,1,0,0,12,6,6,1,3,3,6,0,0,0,0,0
1506,0,-1,-3,3,-1,-2,1,-1,0,0,3,3,1,0,0,12,7,5,2,2,3,6,0,0,0,0,0
1507,0,1,-2,2,1,-1,1,1,2,0,2,2,1,0,0,12,8,4,3,1,4,6,1,0,0,0,0
1508,0,0,-2,2,0,-1,-1,1,0,0,3,4,0,0,0,12,9,3,0,0,4,6,1,0,0,11,11
1509,0,1,-1,1,1,1,-1,1,0,0,2,2,1,0,0,12,10,2,1,3,4,7,1,0,0,11,11
1510,0,-1,-2,2,-1,1,-1,-1,0,0,3,3,1,0,0,12,11,1,2,2,3,7,1,0,0,11,11
1511,0,-1,-3,3,-1,-1,1,-2,2,1,1,1,1,1,1,24,0,0,3,1,4,7,1,11,11,11,0
1512,0,0,-3,3,0,-1,1,-2,3,0,3,7,0,0,0,12,1,11,0,0,4,6,1,0,11,0,-11
1513,0,1,-2,2,1,-1,1,0,3,0,2,2,1,0,0,12,2,10,1,3,4,7,1,0,11,0,-11
1514,0,1,-1,1,1,1,1,2,2,0,2,2,1,0,0,12,3,9,2,2,3,7,1,0,11,0,-11
1515,0,-1,-2,2,-1,1,1,0,2,0,3,3,1,0,0,12,4,8,3,1,4,6,1,0,0,0,0
1516,0,0,-2,2,0,1,2,0,2,0,2,3,0,0,0,12,5,7,0,0,4,5,0,0,0,0,0
1517,0,1,-1,1,1,1,2,0,2,0,2,2,1,0,0,12,6,6,1,2,3,5,0,0,0,0,0
1518,0,1,0,0,1,1,1,2,1,0,4,4,1,0,0,12,7,5,2,1,2,5,0,0,0,0,0
1519,0,0,0,0,0,2,1,3,-1,0,2,3,0,0,0,12,8,4,0,0,2,5,1,0,0,0,0
1520,0,0,0,0,0,2,0,3,0,0,3,6,0,0,0,12,9,3,0,0,2,4,1,0,0,11,11
1521,0,0,0,0,0,1,0,2,0,0,2,4,0,0,0,12,10,2,0,0,2,4,1,0,0,11,11
1522,0,1,1,1,1,1,0,2,1,0,2,2,1,0,0,12,11,1,1,2,2,4,1,0,0,11,11
1523,0,-1,0,0,-1,0,-2,2,0,1,1,1,1,1,1,20,0,0,2,1,2,4,1,11,11,11,0
1524,0,0,0,0,0,0,0,2,0,0,3,4,0,0,0,8,1,7,0,0,3,4,1,0,11,0,-11
1525,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,8,2,6,0,0,3,5,1,0,11,0,-11
1526,0,-1,-1,1,-1,-2,1,-1,-1,0,3,3,1,0,0,8,3,5,1,2,2,5,1,0,11,0,-11
1527,0,1,0,0,1,0,2,0,-1,0,2,2,1,0,0,8,4,4,2,1,3,5,2,0,0,0,0
1528,0,0,0,0,0,0,0,0,-1,0,2,4,0,0,0,8,5,3,0,0,3,4,1,0,0,11,11
1529,0,1,1,1,1,1,0,1,-1,0,2,2,1,0,0,8,6,2,1,1,3,5,1,0,0,11,11
1530,0,0,1,1,0,2,-2,0,-1,0,4,5,0,0,0,8,7,1,0,0,2,6,1,0,0,11,11
1531,0,-1,0,0,-1,0,-3,0,0,1,1,1,1,1,1,20,0,0,1,1,3,6,1,11,11,11,0
1532,0,0,0,0,0,0,-1,0,1,0,2,3,0,0,0,12,1,11,0,0,3,5,1,0,11,0,-11
1533,0,-1,-1,1,-1,-2,-1,-1,1,0,3,3,1,0,0,12,2,10,1,3,4,6,1,0,11,0,-11
1534,0,-1,-2,2,-1,-3,1,-1,3,0,3,3,1,0,0,12,3,9,2,2,3,6,1,0,11,0,-11
