cycle255-floating-screen-checkpoint-v1
index	a	sigma	epsilon	T	q0	M	alpha	initial_l3	final_l3	forward_ratio	reverse_ratio	both_directions_ratio	energy_drift	enstrophy_drift
17762	1,-2,1,1,0	1/24	1/256	1/8	17/16	15/32	15/32	0.076645248078011416	0.076642938513618003	0.99996986682865108	1.0000296971197731	1.0000296971197731	1.6653345369377348e-15	1.9984014443252818e-15
17764	1,-2,1,1,0	1/24	1/256	1/4	5/4	11/16	11/16	0.076645248078011416	0.076640596188267643	0.99993930622105842	1.0000589498361232	1.0000589498361232	2.55351295663786e-15	2.2204460492503131e-15
17794	1,-2,1,1,0	1/24	1/512	1/8	17/16	15/32	15/32	0.076645248075379674	0.07664293851098615	0.99996986682864863	1.0000296971197662	1.0000296971197662	3.3306690738754696e-16	9.9920072216264089e-16
17796	1,-2,1,1,0	1/24	1/512	1/4	5/4	11/16	11/16	0.076645248075379674	0.076640596185634721	0.99993930622104088	1.0000589498360986	1.0000589498360986	9.9920072216264089e-16	8.8817841970012523e-16
17826	1,-2,1,1,0	1/24	1/1024	1/8	17/16	15/32	15/32	0.076645248074063671	0.076642938509670189	0.99996986682864863	1.0000296971197649	1.0000296971197649	1.2212453270876722e-15	1.9984014443252818e-15
17828	1,-2,1,1,0	1/24	1/1024	1/4	5/4	11/16	11/16	0.076645248074063671	0.076640596184318135	0.99993930622103222	1.0000589498360868	1.0000589498360868	1.5543122344752192e-15	1.2212453270876722e-15
17858	1,-2,1,1,1	1/16	1/256	1/8	5/4	93/64	93/64	0.094226455975002038	0.094233635146671921	1.0000761906154232	0.99992341205553636	1.0000761906154232	1.4432899320127035e-15	1.3322676295501878e-15
17890	1,-2,1,1,1	1/16	1/512	1/8	5/4	93/64	93/64	0.094226455969246406	0.094233635140787309	1.0000761906140589	0.99992341205685864	1.0000761906140589	2.2204460492503131e-15	3.3306690738754696e-16
17922	1,-2,1,1,1	1/16	1/1024	1/8	5/4	93/64	93/64	0.094226455966368569	0.094233635137844912	1.0000761906133762	0.99992341205752167	1.0000761906133762	1.5543122344752192e-15	1.1102230246251565e-15
17954	1,-2,1,1,1	1/24	1/256	1/8	5/4	93/64	93/64	0.094226455964960501	0.094233635136405508	1.0000761906130449	0.99992341205784196	1.0000761906130449	6.6613381477509392e-16	2.2204460492503131e-16
17986	1,-2,1,1,1	1/24	1/512	1/8	5/4	93/64	93/64	0.094226455964225742	0.094233635135654012	1.0000761906128677	0.99992341205801016	1.0000761906128677	1.3322676295501878e-15	3.3306690738754696e-16
18018	1,-2,1,1,1	1/24	1/1024	1/8	5/4	93/64	93/64	0.094226455963858258	0.094233635135278174	1.0000761906127793	0.99992341205809609	1.0000761906127793	2.2204460492503131e-15	2.4424906541753444e-15
18626	1,-2,1,2,0	1/16	1/256	1/8	9/8	49/64	49/64	0.10031149232637221	0.10030907861487288	0.99997593783679872	1.0000239857518705	1.0000239857518705	6.6613381477509392e-16	2.2204460492503131e-16
18658	1,-2,1,2,0	1/16	1/512	1/8	9/8	49/64	49/64	0.1003114923123514	0.1003090786007748	0.99997593783602501	1.0000239857525568	1.0000239857525568	8.8817841970012523e-16	2.2204460492503131e-16
18690	1,-2,1,2,0	1/16	1/1024	1/8	9/8	49/64	49/64	0.10031149230534077	0.10030907859372556	0.99997593783563843	1.0000239857529021	1.0000239857529021	2.2204460492503131e-16	1.7763568394002505e-15
18722	1,-2,1,2,0	1/24	1/256	1/8	9/8	49/64	49/64	0.10031149230206451	0.10030907859043557	0.99997593783550065	1.0000239857530171	1.0000239857530171	4.4408920985006262e-16	1.3322676295501878e-15
18754	1,-2,1,2,0	1/24	1/512	1/8	9/8	49/64	49/64	0.10031149230019731	0.10030907858855606	0.99997593783537753	1.0000239857531315	1.0000239857531315	1.2212453270876722e-15	2.7755575615628914e-15
18786	1,-2,1,2,0	1/24	1/1024	1/8	9/8	49/64	49/64	0.1003114922992638	0.10030907858761627	0.9999759378353148	1.0000239857531887	1.0000239857531887	4.4408920985006262e-16	2.1094237467877974e-15
19586	1,-2,2,-2,0	1/16	1/256	1/8	5/4	77/64	77/64	0.11543083196345337	0.11544161638639518	1.0000934275770033	0.99990747647931244	1.0000934275770033	1.6653345369377348e-15	1.2212453270876722e-15
19618	1,-2,2,-2,0	1/16	1/512	1/8	5/4	77/64	77/64	0.11543083198405217	0.1154416164068679	1.0000934275758941	0.99990747648023814	1.0000934275758941	1.2212453270876722e-15	5.5511151231257827e-16
19650	1,-2,2,-2,0	1/16	1/1024	1/8	5/4	77/64	77/64	0.11543083199435138	0.11544161641710406	1.0000934275753397	0.99990747648070288	1.0000934275753397	8.8817841970012523e-16	1.3322676295501878e-15
19682	1,-2,2,-2,0	1/24	1/256	1/8	5/4	77/64	77/64	0.11543083199922892	0.1154416164219455	1.0000934275750231	0.99990747648097267	1.0000934275750231	2.2204460492503131e-16	6.6613381477509392e-16
19714	1,-2,2,-2,0	1/24	1/512	1/8	5/4	77/64	77/64	0.11543083200193988	0.11544161642464286	1.0000934275749032	0.99990747648106904	1.0000934275749032	1.2212453270876722e-15	1.8873791418627661e-15
19746	1,-2,2,-2,0	1/24	1/1024	1/8	5/4	77/64	77/64	0.11543083200329532	0.11544161642599178	1.0000934275748454	0.999907476481117	1.0000934275748454	7.7715611723760958e-16	9.9920072216264089e-16
20546	1,-2,2,-1,0	1/16	1/256	1/8	9/8	11/16	11/16	0.094876179342131162	0.094887285823965967	1.0001170629120166	0.99988507320314701	1.0001170629120166	2.886579864025407e-15	2.3314683517128287e-15
20578	1,-2,2,-1,0	1/16	1/512	1/8	9/8	11/16	11/16	0.094876179360854546	0.094887285842713789	1.0001170629122511	0.99988507320280939	1.0001170629122511	9.9920072216264089e-16	2.2204460492503131e-16
20610	1,-2,2,-1,0	1/16	1/1024	1/8	9/8	11/16	11/16	0.094876179370216321	0.094887285852087833	1.0001170629123688	0.99988507320264008	1.0001170629123688	1.6653345369377348e-15	7.7715611723760958e-16
20642	1,-2,2,-1,0	1/24	1/256	1/8	9/8	11/16	11/16	0.094876179374604463	0.09488728585648061	1.0001170629124123	0.99988507320257025	1.0001170629124123	1.3322676295501878e-15	8.8817841970012523e-16
20674	1,-2,2,-1,0	1/24	1/512	1/8	9/8	11/16	11/16	0.094876179377091238	0.094887285858971104	1.0001170629124485	0.9998850732025204	1.0001170629124485	9.9920072216264089e-16	1.4432899320127035e-15
20706	1,-2,2,-1,0	1/24	1/1024	1/8	9/8	11/16	11/16	0.094876179378334743	0.094887285860216358	1.0001170629124654	0.99988507320249653	1.0001170629124654	2.2204460492503131e-16	1.9984014443252818e-15
21314	1,-2,2,0,-1	1/16	1/256	1/8	5/4	43/32	43/32	0.10097506684790207	0.10097602664528652	1.0000095052909042	0.99999140937464404	1.0000095052909042	7.7715611723760958e-16	3.3306690738754696e-16
21346	1,-2,2,0,-1	1/16	1/512	1/8	5/4	43/32	43/32	0.10097506684254663	0.10097602663992328	1.0000095052908273	0.99999140937467157	1.0000095052908273	8.8817841970012523e-16	1.3322676295501878e-15
21378	1,-2,2,0,-1	1/16	1/1024	1/8	5/4	43/32	43/32	0.10097506683986888	0.10097602663724148	1.0000095052907874	0.99999140937468323	1.0000095052907874	9.9920072216264089e-16	1.6653345369377348e-15
21410	1,-2,2,0,-1	1/24	1/256	1/8	5/4	43/32	43/32	0.10097506683871552	0.10097602663608446	1.0000095052907514	0.99999140937471043	1.0000095052907514	6.6613381477509392e-16	2.2204460492503131e-16
21442	1,-2,2,0,-1	1/24	1/512	1/8	5/4	43/32	43/32	0.10097506683795329	0.10097602663532215	1.0000095052907507	0.99999140937470388	1.0000095052907507	7.7715611723760958e-16	2.55351295663786e-15
21474	1,-2,2,0,-1	1/24	1/1024	1/8	5/4	43/32	43/32	0.10097506683757219	0.1009760266349411	1.0000095052907512	0.99999140937470199	1.0000095052907512	8.8817841970012523e-16	9.9920072216264089e-16
21506	1,-2,2,0,0	1/16	1/256	1/8	17/16	27/64	27/64	0.085882515186873509	0.085888361244852801	1.0000680704095191	0.99993428831080111	1.0000680704095191	1.9984014443252818e-15	2.886579864025407e-15
21508	1,-2,2,0,0	1/16	1/256	1/4	5/4	19/32	19/32	0.085882515186873509	0.085894409885348091	1.0001384996520968	0.99987093493441881	1.0001384996520968	8.8817841970012523e-16	3.5527136788005009e-15
21538	1,-2,2,0,0	1/16	1/512	1/8	17/16	27/64	27/64	0.085882515185165056	0.085888361243298503	1.0000680704113154	0.99993428830895881	1.0000680704113154	8.8817841970012523e-16	1.1102230246251565e-15
21540	1,-2,2,0,0	1/16	1/512	1/4	5/4	19/32	19/32	0.085882515185165056	0.085894409883943604	1.0001384996556388	0.99987093493068935	1.0001384996556388	2.4424906541753444e-15	3.3306690738754696e-15
21570	1,-2,2,0,0	1/16	1/1024	1/8	17/16	27/64	27/64	0.085882515184310768	0.085888361242521236	1.0000680704122129	0.99993428830803888	1.0000680704122129	1.3322676295501878e-15	1.3322676295501878e-15
21572	1,-2,2,0,0	1/16	1/1024	1/4	5/4	19/32	19/32	0.085882515184310768	0.085894409883241235	1.0001384996574092	0.99987093492882506	1.0001384996574092	4.4408920985006262e-16	8.8817841970012523e-16
21602	1,-2,2,0,0	1/24	1/256	1/8	17/16	27/64	27/64	0.085882515183815691	0.085888361242062589	1.0000680704126375	0.99993428830760012	1.0000680704126375	1.5543122344752192e-15	1.6653345369377348e-15
21604	1,-2,2,0,0	1/24	1/256	1/4	5/4	19/32	19/32	0.085882515183815691	0.085894409882818046	1.000138499658247	0.99987093492793666	1.000138499658247	7.7715611723760958e-16	1.6653345369377348e-15
21634	1,-2,2,0,0	1/24	1/512	1/8	17/16	27/64	27/64	0.085882515183636127	0.085888361241903272	1.0000680704128733	0.9999342883073602	1.0000680704128733	8.8817841970012523e-16	5.5511151231257827e-16
21636	1,-2,2,0,0	1/24	1/512	1/4	5/4	19/32	19/32	0.085882515183636127	0.085894409882678532	1.0001384996587137	0.99987093492744861	1.0001384996587137	2.2204460492503131e-16	1.1102230246251565e-15
21666	1,-2,2,0,0	1/24	1/1024	1/8	17/16	27/64	27/64	0.085882515183546421	0.085888361241823558	1.0000680704129896	0.99993428830723718	1.0000680704129896	7.7715611723760958e-16	7.7715611723760958e-16
21668	1,-2,2,0,0	1/24	1/1024	1/4	5/4	19/32	19/32	0.085882515183546421	0.085894409882608699	1.0001384996589453	0.99987093492720425	1.0001384996589453	5.5511151231257827e-16	1.4432899320127035e-15
21698	1,-2,2,0,1	1/16	1/256	1/8	5/4	43/32	43/32	0.10155987547303226	0.10156524832969156	1.0000529033403622	0.99994713912328947	1.0000529033403622	4.4408920985006262e-16	4.4408920985006262e-16
21730	1,-2,2,0,1	1/16	1/512	1/8	5/4	43/32	43/32	0.10155987548473555	0.10156524834144576	1.0000529033408574	0.99994713912276423	1.0000529033408574	2.2204460492503131e-16	8.8817841970012523e-16
21762	1,-2,2,0,1	1/16	1/1024	1/8	5/4	43/32	43/32	0.101559875490587	0.10156524834732282	1.0000529033411065	0.9999471391225031	1.0000529033411065	8.8817841970012523e-16	1.1102230246251565e-15
21794	1,-2,2,0,1	1/24	1/256	1/8	5/4	43/32	43/32	0.10155987549327462	0.10156524835002138	1.0000529033412129	0.9999471391223882	1.0000529033412129	1.3322676295501878e-15	4.4408920985006262e-16
21826	1,-2,2,0,1	1/24	1/512	1/8	5/4	43/32	43/32	0.10155987549485669	0.10156524835161067	1.0000529033412831	0.99994713912231392	1.0000529033412831	7.7715611723760958e-16	2.55351295663786e-15
21858	1,-2,2,0,1	1/24	1/1024	1/8	5/4	43/32	43/32	0.10155987549564773	0.10156524835240525	1.0000529033413177	0.99994713912227684	1.0000529033413177	1.7763568394002505e-15	2.3314683517128287e-15
22466	1,-2,2,1,0	1/16	1/256	1/8	9/8	11/16	11/16	0.093638727537612654	0.093635815835217184	0.99996890493418655	1.0000316851343281	1.0000316851343281	1.3322676295501878e-15	4.4408920985006262e-16
22498	1,-2,2,1,0	1/16	1/512	1/8	9/8	11/16	11/16	0.093638727518929613	0.093635815816530646	0.99996890493414303	1.0000316851343161	1.0000316851343161	1.1102230246251565e-15	1.6653345369377348e-15
22530	1,-2,2,1,0	1/16	1/1024	1/8	9/8	11/16	11/16	0.093638727509588224	0.093635815807187509	0.99996890493412127	1.0000316851343078	1.0000316851343078	1.1102230246251565e-15	1.3322676295501878e-15
22562	1,-2,2,1,0	1/24	1/256	1/8	9/8	11/16	11/16	0.093638727505106004	0.09363581580270279	0.99996890493409307	1.0000316851343241	1.0000316851343241	3.3306690738754696e-16	3.3306690738754696e-16
22594	1,-2,2,1,0	1/24	1/512	1/8	9/8	11/16	11/16	0.093638727502676475	0.093635815800273497	0.99996890493409474	1.000031685134311	1.000031685134311	2.2204460492503131e-16	8.8817841970012523e-16
22626	1,-2,2,1,0	1/24	1/1024	1/8	9/8	11/16	11/16	0.093638727501461683	0.093635815799058941	0.99996890493409685	1.0000316851343056	1.0000316851343056	6.6613381477509392e-16	2.2204460492503131e-16
23426	1,-2,2,2,0	1/16	1/256	1/8	5/4	77/64	77/64	0.11399347139825608	0.11398713672526467	0.99994442951062279	1.0000556087283776	1.0000556087283776	2.2204460492503131e-16	2.2204460492503131e-16
23458	1,-2,2,2,0	1/16	1/512	1/8	5/4	77/64	77/64	0.11399347138011263	0.11398713670688376	0.9999444295085308	1.0000556087304249	1.0000556087304249	1.3322676295501878e-15	1.5543122344752192e-15
23490	1,-2,2,2,0	1/16	1/1024	1/8	5/4	77/64	77/64	0.11399347137104118	0.11398713669769331	0.99994442950748241	1.0000556087314492	1.0000556087314492	1.1102230246251565e-15	1.1102230246251565e-15
23522	1,-2,2,2,0	1/24	1/256	1/8	5/4	77/64	77/64	0.11399347136675864	0.11398713669335431	0.99994442950698514	1.0000556087319386	1.0000556087319386	2.2204460492503131e-16	4.4408920985006262e-16
23554	1,-2,2,2,0	1/24	1/512	1/8	5/4	77/64	77/64	0.11399347136436401	0.11398713669092871	0.99994442950671225	1.0000556087322059	1.0000556087322059	2.2204460492503131e-16	4.4408920985006262e-16
23586	1,-2,2,2,0	1/24	1/1024	1/8	5/4	77/64	77/64	0.11399347136316679	0.11398713668971569	0.99994442950657314	1.0000556087323398	1.0000556087323398	4.4408920985006262e-16	4.4408920985006262e-16
24386	1,-1,-2,-2,0	1/16	1/256	1/8	9/8	55/64	55/64	0.10574633798385497	0.1057468048271514	1.000004414746698	0.99999609359021413	1.000004414746698	1.2212453270876722e-15	5.5511151231257827e-16
24418	1,-1,-2,-2,0	1/16	1/512	1/8	9/8	55/64	55/64	0.10574633797256336	0.1057468048156512	1.0000044147447258	0.99999609359229735	1.0000044147447258	8.8817841970012523e-16	9.9920072216264089e-16
24450	1,-1,-2,-2,0	1/16	1/1024	1/8	9/8	55/64	55/64	0.10574633796691746	0.10574680480990097	1.0000044147437395	0.99999609359333941	1.0000044147437395	1.6653345369377348e-15	1.5543122344752192e-15
24482	1,-1,-2,-2,0	1/24	1/256	1/8	9/8	55/64	55/64	0.10574633796419108	0.10574680480711869	1.000004414743211	0.99999609359389308	1.000004414743211	1.6653345369377348e-15	6.6613381477509392e-16
24514	1,-1,-2,-2,0	1/24	1/512	1/8	9/8	55/64	55/64	0.10574633796273129	0.1057468048056347	1.0000044147429821	0.99999609359413832	1.0000044147429821	1.1102230246251565e-15	1.3322676295501878e-15
24546	1,-1,-2,-2,0	1/24	1/1024	1/8	9/8	55/64	55/64	0.1057463379620014	0.10574680480489285	1.0000044147428691	0.99999609359426023	1.0000044147428691	5.5511151231257827e-16	8.8817841970012523e-16
25154	1,-1,-2,-1,-1	1/16	1/256	1/8	5/4	51/32	51/32	0.097350331293990636	0.097342665772878312	0.99992125839727064	1.0000803184981331	1.0000803184981331	9.9920072216264089e-16	8.8817841970012523e-16
25186	1,-1,-2,-1,-1	1/16	1/512	1/8	5/4	51/32	51/32	0.097350331289408357	0.097342665768407874	0.99992125839841572	1.0000803184970324	1.0000803184970324	8.8817841970012523e-16	1.6653345369377348e-15
25218	1,-1,-2,-1,-1	1/16	1/1024	1/8	5/4	51/32	51/32	0.097350331287117259	0.097342665766172509	0.99992125839898638	1.0000803184964813	1.0000803184964813	6.6613381477509392e-16	1.1102230246251565e-15
25250	1,-1,-2,-1,-1	1/24	1/256	1/8	5/4	51/32	51/32	0.097350331285877792	0.097342665764959591	0.99992125839925816	1.0000803184962173	1.0000803184962173	0	7.7715611723760958e-16
25282	1,-1,-2,-1,-1	1/24	1/512	1/8	5/4	51/32	51/32	0.097350331285351907	0.097342665764448402	0.99992125839940871	1.0000803184960747	1.0000803184960747	6.6613381477509392e-16	1.1102230246251565e-15
25314	1,-1,-2,-1,-1	1/24	1/1024	1/8	5/4	51/32	51/32	0.097350331285088951	0.09734266576419294	0.99992125839948542	1.0000803184960017	1.0000803184960017	4.4408920985006262e-16	5.5511151231257827e-16
25346	1,-1,-2,-1,0	1/16	1/256	1/8	9/8	41/64	41/64	0.082691986713418139	0.082692762419712088	1.0000093806706645	0.99999109221930005	1.0000093806706645	1.5543122344752192e-15	1.9984014443252818e-15
25378	1,-1,-2,-1,0	1/16	1/512	1/8	9/8	41/64	41/64	0.082691986701256215	0.082692762407373291	1.0000093806685268	0.99999109222150195	1.0000093806685268	1.4432899320127035e-15	2.2204460492503131e-15
25410	1,-1,-2,-1,0	1/16	1/1024	1/8	9/8	41/64	41/64	0.082691986695175301	0.082692762401203615	1.0000093806674542	0.99999109222260185	1.0000093806674542	9.9920072216264089e-16	1.3322676295501878e-15
25442	1,-1,-2,-1,0	1/24	1/256	1/8	9/8	41/64	41/64	0.082691986692332561	0.082692762398316952	1.0000093806669232	0.99999109222315119	1.0000093806669232	1.1102230246251565e-15	8.8817841970012523e-16
25474	1,-1,-2,-1,0	1/24	1/512	1/8	9/8	41/64	41/64	0.082691986690713398	0.082692762396675515	1.0000093806666541	0.99999109222342908	1.0000093806666541	7.7715611723760958e-16	2.1094237467877974e-15
25506	1,-1,-2,-1,0	1/24	1/1024	1/8	9/8	41/64	41/64	0.082691986689903837	0.082692762395854963	1.0000093806665213	0.99999109222356819	1.0000093806665213	7.7715611723760958e-16	1.3322676295501878e-15
25538	1,-1,-2,-1,1	1/16	1/256	1/8	5/4	51/32	51/32	0.098957962251277981	0.098964526034970454	1.0000663290102498	0.99993467552204141	1.0000663290102498	1.2212453270876722e-15	1.6653345369377348e-15
25570	1,-1,-2,-1,1	1/16	1/512	1/8	5/4	51/32	51/32	0.098957962229034871	0.098964526012563087	1.0000663290086049	0.99993467552374404	1.0000663290086049	4.4408920985006262e-16	1.6653345369377348e-15
25602	1,-1,-2,-1,1	1/16	1/1024	1/8	5/4	51/32	51/32	0.098957962217913212	0.098964526001359437	1.0000663290077838	0.99993467552459803	1.0000663290077838	8.8817841970012523e-16	1.6653345369377348e-15
25634	1,-1,-2,-1,1	1/24	1/256	1/8	5/4	51/32	51/32	0.098957962212731343	0.09896452599613613	1.0000663290073686	0.99993467552502513	1.0000663290073686	6.6613381477509392e-16	5.5511151231257827e-16
25666	1,-1,-2,-1,1	1/24	1/512	1/8	5/4	51/32	51/32	0.098957962209761441	0.098964525993146105	1.0000663290071672	0.99993467552523929	1.0000663290071672	1.5543122344752192e-15	1.3322676295501878e-15
25698	1,-1,-2,-1,1	1/24	1/1024	1/8	5/4	51/32	51/32	0.098957962208276656	0.098964525991650953	1.0000663290070635	0.99993467552534321	1.0000663290070635	1.9984014443252818e-15	4.4408920985006262e-16
26114	1,-1,-2,0,-1	1/16	1/256	1/8	5/4	83/64	83/64	0.089527109271697616	0.089529134102918267	1.0000226169619137	0.99997833808590531	1.0000226169619137	1.9984014443252818e-15	1.4432899320127035e-15
26146	1,-1,-2,0,-1	1/16	1/512	1/8	5/4	83/64	83/64	0.089527109275429867	0.089529134106828709	1.0000226169639033	0.99997833808390268	1.0000226169639033	1.7763568394002505e-15	8.8817841970012523e-16
26178	1,-1,-2,0,-1	1/16	1/1024	1/8	5/4	83/64	83/64	0.089527109277296221	0.089529134108783992	1.000022616964896	0.99997833808289871	1.000022616964896	4.4408920985006262e-16	2.2204460492503131e-15
26210	1,-1,-2,0,-1	1/24	1/256	1/8	5/4	83/64	83/64	0.089527109278053865	0.089529134109583713	1.0000226169653659	0.99997833808242276	1.0000226169653659	1.1102230246251565e-15	3.1086244689504383e-15
26242	1,-1,-2,0,-1	1/24	1/512	1/8	5/4	83/64	83/64	0.089527109278608061	0.089529134110161446	1.0000226169656286	0.99997833808216108	1.0000226169656286	4.4408920985006262e-16	8.8817841970012523e-16
26274	1,-1,-2,0,-1	1/24	1/1024	1/8	5/4	83/64	83/64	0.0895271092788852	0.089529134110450381	1.0000226169657602	0.99997833808202996	1.0000226169657602	1.7763568394002505e-15	4.4408920985006262e-16
26306	1,-1,-2,0,0	1/16	1/256	1/8	17/16	23/64	23/64	0.072166375373932307	0.072166778135154597	1.000005581009441	0.99999509402137188	1.000005581009441	5.5511151231257827e-16	1.7763568394002505e-15
26308	1,-1,-2,0,0	1/16	1/256	1/4	9/8	27/64	27/64	0.072166375373932307	0.072167230275451744	1.000011846258247	0.9999908540837894	1.000011846258247	7.7715611723760958e-16	2.1094237467877974e-15
26310	1,-1,-2,0,0	1/16	1/256	3/8	5/4	17/32	17/32	0.072166375373932307	0.07216773247537886	1.0000188051767811	0.9999872714147926	1.0000188051767811	8.8817841970012523e-16	1.8873791418627661e-15
26338	1,-1,-2,0,0	1/16	1/512	1/8	17/16	23/64	23/64	0.072166375376868874	0.072166778137839505	1.0000055810059536	0.99999509402484588	1.0000055810059536	5.5511151231257827e-16	1.5543122344752192e-15
26340	1,-1,-2,0,0	1/16	1/512	1/4	9/8	27/64	27/64	0.072166375376868874	0.072167230277883965	1.0000118462512579	0.99999085409071631	1.0000118462512579	3.3306690738754696e-16	1.7763568394002505e-15
26342	1,-1,-2,0,0	1/16	1/512	3/8	5/4	17/32	17/32	0.072166375376868874	0.072167732477557284	1.0000188051662748	0.99998727142515786	1.0000188051662748	1.3322676295501878e-15	2.2204460492503131e-15
26370	1,-1,-2,0,0	1/16	1/1024	1/8	17/16	23/64	23/64	0.072166375378337103	0.072166778139182028	1.0000055810042117	0.99999509402658227	1.0000055810042117	1.1102230246251565e-15	2.1094237467877974e-15
26372	1,-1,-2,0,0	1/16	1/1024	1/4	9/8	27/64	27/64	0.072166375378337103	0.072167230279100075	1.0000118462477641	0.99999085409417987	1.0000118462477641	8.8817841970012523e-16	1.7763568394002505e-15
26374	1,-1,-2,0,0	1/16	1/1024	3/8	5/4	17/32	17/32	0.072166375378337103	0.072167732478646635	1.0000188051610244	0.99998727143034061	1.0000188051610244	8.8817841970012523e-16	2.55351295663786e-15
26402	1,-1,-2,0,0	1/24	1/256	1/8	17/16	23/64	23/64	0.072166375379191308	0.072166778139976823	1.0000055810033883	0.99999509402740283	1.0000055810033883	8.8817841970012523e-16	1.6653345369377348e-15
26404	1,-1,-2,0,0	1/24	1/256	1/4	9/8	27/64	27/64	0.072166375379191308	0.07216723027983514	1.0000118462461132	0.99999085409582211	1.0000118462461132	1.7763568394002505e-15	1.5543122344752192e-15
26406	1,-1,-2,0,0	1/24	1/256	3/8	5/4	17/32	17/32	0.072166375379191308	0.072167732479321928	1.000018805158545	0.99998727143279587	1.000018805158545	1.1102230246251565e-15	8.8817841970012523e-16
26434	1,-1,-2,0,0	1/24	1/512	1/8	17/16	23/64	23/64	0.072166375379498354	0.072166778140250534	1.0000055810029265	0.99999509402785958	1.0000055810029265	1.1102230246251565e-15	2.2204460492503131e-15
26436	1,-1,-2,0,0	1/24	1/512	1/4	9/8	27/64	27/64	0.072166375379498354	0.072167230280075698	1.0000118462451917	0.99999085409673327	1.0000118462451917	1.7763568394002505e-15	2.4424906541753444e-15
26438	1,-1,-2,0,0	1/24	1/512	3/8	5/4	17/32	17/32	0.072166375379498354	0.072167732479528846	1.0000188051571575	0.99998727143416111	1.0000188051571575	1.9984014443252818e-15	2.6645352591003757e-15
26466	1,-1,-2,0,0	1/24	1/1024	1/8	17/16	23/64	23/64	0.072166375379651829	0.072166778140387633	1.0000055810026995	0.99999509402808939	1.0000055810026995	5.5511151231257827e-16	5.5511151231257827e-16
26468	1,-1,-2,0,0	1/24	1/1024	1/4	9/8	27/64	27/64	0.072166375379651829	0.072167230280195935	1.0000118462447312	0.99999085409718902	1.0000118462447312	4.4408920985006262e-16	6.6613381477509392e-16
26470	1,-1,-2,0,0	1/24	1/1024	3/8	5/4	17/32	17/32	0.072166375379651829	0.072167732479632443	1.0000188051564662	0.99998727143484212	1.0000188051564662	6.6613381477509392e-16	1.6653345369377348e-15
26498	1,-1,-2,0,1	1/16	1/256	1/8	5/4	83/64	83/64	0.089834491796701582	0.089832733585590671	0.99998042832907774	1.0000209982433277	1.0000209982433277	1.1102230246251565e-15	1.5543122344752192e-15
26530	1,-1,-2,0,1	1/16	1/512	1/8	5/4	83/64	83/64	0.089834491775947933	0.089832733564616407	0.99998042832661749	1.0000209982458068	1.0000209982458068	7.7715611723760958e-16	4.4408920985006262e-16
26562	1,-1,-2,0,1	1/16	1/1024	1/8	5/4	83/64	83/64	0.089834491765571012	0.089832733554129296	0.99998042832538858	1.0000209982470483	1.0000209982470483	1.1102230246251565e-15	6.6613381477509392e-16
26594	1,-1,-2,0,1	1/24	1/256	1/8	5/4	83/64	83/64	0.089834491760756932	0.089832733549262272	0.99998042832479817	1.0000209982476422	1.0000209982476422	9.9920072216264089e-16	6.6613381477509392e-16
26626	1,-1,-2,0,1	1/24	1/512	1/8	5/4	83/64	83/64	0.08983449175797556	0.089832733546452354	0.99998042832447986	1.0000209982479651	1.0000209982479651	2.2204460492503131e-16	6.6613381477509392e-16
26658	1,-1,-2,0,1	1/24	1/1024	1/8	5/4	83/64	83/64	0.089834491756584769	0.089832733545047255	0.99998042832432021	1.0000209982481274	1.0000209982481274	7.7715611723760958e-16	2.6645352591003757e-15
27074	1,-1,-2,1,-1	1/16	1/256	1/8	5/4	51/32	51/32	0.097727704263987789	0.097739065363383226	1.0001162525967535	0.99988489608564313	1.0001162525967535	9.9920072216264089e-16	1.6653345369377348e-15
27106	1,-1,-2,1,-1	1/16	1/512	1/8	5/4	51/32	51/32	0.0977277042750056	0.09773906537449896	1.0001162525977423	0.99988489608463782	1.0001162525977423	4.4408920985006262e-16	1.2212453270876722e-15
27138	1,-1,-2,1,-1	1/16	1/1024	1/8	5/4	51/32	51/32	0.097727704280514305	0.097739065380056805	1.0001162525982386	0.99988489608413478	1.0001162525982386	6.6613381477509392e-16	1.3322676295501878e-15
27170	1,-1,-2,1,-1	1/24	1/256	1/8	5/4	51/32	51/32	0.097727704282989714	0.097739065382554641	1.000116252598465	0.99988489608390452	1.000116252598465	8.8817841970012523e-16	6.6613381477509392e-16
27202	1,-1,-2,1,-1	1/24	1/512	1/8	5/4	51/32	51/32	0.09772770428450657	0.097739065384084653	1.0001162525985978	0.99988489608376729	1.0001162525985978	9.9920072216264089e-16	8.8817841970012523e-16
27234	1,-1,-2,1,-1	1/24	1/1024	1/8	5/4	51/32	51/32	0.097727704285264949	0.097739065384849749	1.0001162525986658	0.99988489608369813	1.0001162525986658	1.5543122344752192e-15	1.9984014443252818e-15
27266	1,-1,-2,1,0	1/16	1/256	1/8	9/8	41/64	41/64	0.082075599574224042	0.082075535557930873	0.99999922003258579	1.0000015187432862	1.0000015187432862	1.4432899320127035e-15	2.1094237467877974e-15
27298	1,-1,-2,1,0	1/16	1/512	1/8	9/8	41/64	41/64	0.082075599589025133	0.082075535572358721	0.99999922002803843	1.0000015187478346	1.0000015187478346	1.9984014443252818e-15	3.219646771412954e-15
