cycle255-floating-screen-checkpoint-v1
index	a	sigma	epsilon	T	q0	M	alpha	initial_l3	final_l3	forward_ratio	reverse_ratio	both_directions_ratio	energy_drift	enstrophy_drift
131809	0,1,0,0,-1	1/24	1/256	1/16	33/32	13/32	13/32	0.058413650049007497	0.058413193940419411	0.99999219174648901	1.0000079565167794	1.0000079565167794	6.6613381477509392e-16	2.2204460492503131e-16
131811	0,1,0,0,-1	1/24	1/256	3/16	9/8	9/16	9/16	0.058413650049007497	0.058412307738466146	0.9999770206015165	1.0000243136758058	1.0000243136758058	3.3306690738754696e-15	2.886579864025407e-15
131841	0,1,0,0,-1	1/24	1/512	1/16	33/32	13/32	13/32	0.058413650049121559	0.058413193940533882	0.99999219174649601	1.0000079565167752	1.0000079565167752	6.6613381477509392e-16	2.2204460492503131e-16
131843	0,1,0,0,-1	1/24	1/512	3/16	9/8	9/16	9/16	0.058413650049121559	0.058412307738580971	0.9999770206015296	1.0000243136757925	1.0000243136757925	2.2204460492503131e-15	1.7763568394002505e-15
131873	0,1,0,0,-1	1/24	1/1024	1/16	33/32	13/32	13/32	0.058413650049178603	0.058413193940591045	0.999992191746498	1.0000079565167739	1.0000079565167739	6.6613381477509392e-16	2.2204460492503131e-16
131875	0,1,0,0,-1	1/24	1/1024	3/16	9/8	9/16	9/16	0.058413650049178603	0.058412307738638418	0.99997702060153659	1.0000243136757863	1.0000243136757863	2.2204460492503131e-15	1.3322676295501878e-15
131905	0,1,0,0,0	1/16	1/256	1/16	33/32	1/16	1/16	0.02575925384789467	0.025759253847890792	0.99999999999984945	1.0000000000001499	1.0000000000001499	0	1.3322676295501878e-15
131907	0,1,0,0,0	1/16	1/256	3/16	33/32	1/16	1/16	0.02575925384789467	0.025759253847882978	0.99999999999954614	1.0000000000004532	1.0000000000004532	0	1.3322676295501878e-15
131909	0,1,0,0,0	1/16	1/256	5/16	33/32	1/16	1/16	0.02575925384789467	0.025759253847875196	0.99999999999924405	1.0000000000007554	1.0000000000007554	0	1.3322676295501878e-15
131911	0,1,0,0,0	1/16	1/256	7/16	33/32	1/16	1/16	0.02575925384789467	0.025759253847867404	0.99999999999894151	1.0000000000010572	1.0000000000010572	0	1.3322676295501878e-15
131913	0,1,0,0,0	1/16	1/256	9/16	17/16	1/16	1/16	0.02575925384789467	0.025759253847859646	0.99999999999864031	1.0000000000013591	1.0000000000013591	0	1.3322676295501878e-15
131915	0,1,0,0,0	1/16	1/256	11/16	17/16	1/16	1/16	0.02575925384789467	0.025759253847851847	0.99999999999833755	1.0000000000016622	1.0000000000016622	0	8.8817841970012523e-16
131917	0,1,0,0,0	1/16	1/256	13/16	17/16	1/16	1/16	0.02575925384789467	0.025759253847844089	0.99999999999803635	1.000000000001964	1.000000000001964	0	8.8817841970012523e-16
131919	0,1,0,0,0	1/16	1/256	15/16	17/16	1/16	1/16	0.02575925384789467	0.025759253847836269	0.99999999999773281	1.0000000000022655	1.0000000000022655	0	6.6613381477509392e-16
131921	0,1,0,0,0	1/16	1/256	17/16	9/8	1/16	1/16	0.02575925384789467	0.025759253847828508	0.9999999999974315	1.0000000000025684	1.0000000000025684	0	4.4408920985006262e-16
131923	0,1,0,0,0	1/16	1/256	19/16	9/8	1/16	1/16	0.02575925384789467	0.02575925384782073	0.99999999999712952	1.0000000000028704	1.0000000000028704	0	1.1102230246251565e-15
131925	0,1,0,0,0	1/16	1/256	21/16	9/8	1/16	1/16	0.02575925384789467	0.025759253847812965	0.99999999999682809	1.0000000000031715	1.0000000000031715	0	1.1102230246251565e-15
131927	0,1,0,0,0	1/16	1/256	23/16	9/8	1/16	1/16	0.02575925384789467	0.025759253847805193	0.99999999999652645	1.000000000003473	1.000000000003473	0	6.6613381477509392e-16
131929	0,1,0,0,0	1/16	1/256	25/16	9/8	1/16	1/16	0.02575925384789467	0.025759253847797394	0.99999999999622369	1.0000000000037743	1.0000000000037743	0	4.4408920985006262e-16
131931	0,1,0,0,0	1/16	1/256	27/16	9/8	1/16	1/16	0.02575925384789467	0.025759253847789629	0.99999999999592215	1.0000000000040763	1.0000000000040763	0	8.8817841970012523e-16
131933	0,1,0,0,0	1/16	1/256	29/16	5/4	1/16	1/16	0.02575925384789467	0.025759253847781889	0.99999999999562172	1.0000000000043776	1.0000000000043776	0	4.4408920985006262e-16
131935	0,1,0,0,0	1/16	1/256	31/16	5/4	1/16	1/16	0.02575925384789467	0.025759253847774135	0.99999999999532074	1.0000000000046787	1.0000000000046787	0	4.4408920985006262e-16
131937	0,1,0,0,0	1/16	1/512	1/16	33/32	1/16	1/16	0.025759253847894615	0.025759253847892672	0.99999999999992462	1.0000000000000748	1.0000000000000748	0	0
131939	0,1,0,0,0	1/16	1/512	3/16	33/32	1/16	1/16	0.025759253847894615	0.025759253847888755	0.99999999999977252	1.0000000000002276	1.0000000000002276	0	0
131941	0,1,0,0,0	1/16	1/512	5/16	33/32	1/16	1/16	0.025759253847894615	0.02575925384788489	0.99999999999962252	1.0000000000003781	1.0000000000003781	0	0
131943	0,1,0,0,0	1/16	1/512	7/16	33/32	1/16	1/16	0.025759253847894615	0.02575925384788099	0.99999999999947109	1.000000000000528	1.000000000000528	0	0
131945	0,1,0,0,0	1/16	1/512	9/16	17/16	1/16	1/16	0.025759253847894615	0.025759253847877087	0.99999999999931954	1.0000000000006795	1.0000000000006795	0	0
131947	0,1,0,0,0	1/16	1/512	11/16	17/16	1/16	1/16	0.025759253847894615	0.025759253847873222	0.99999999999916955	1.0000000000008316	1.0000000000008316	0	0
131949	0,1,0,0,0	1/16	1/512	13/16	17/16	1/16	1/16	0.025759253847894615	0.025759253847869337	0.99999999999901867	1.0000000000009828	1.0000000000009828	0	0
131951	0,1,0,0,0	1/16	1/512	15/16	17/16	1/16	1/16	0.025759253847894615	0.025759253847865416	0.99999999999886646	1.0000000000011342	1.0000000000011342	0	0
131953	0,1,0,0,0	1/16	1/512	17/16	9/8	1/16	1/16	0.025759253847894615	0.025759253847861568	0.99999999999871714	1.0000000000012841	1.0000000000012841	0	0
131955	0,1,0,0,0	1/16	1/512	19/16	9/8	1/16	1/16	0.025759253847894615	0.025759253847857648	0.99999999999856493	1.000000000001436	1.000000000001436	0	3.3306690738754696e-16
131957	0,1,0,0,0	1/16	1/512	21/16	9/8	1/16	1/16	0.025759253847894615	0.02575925384785379	0.99999999999841516	1.0000000000015856	1.0000000000015856	0	3.3306690738754696e-16
131959	0,1,0,0,0	1/16	1/512	23/16	9/8	1/16	1/16	0.025759253847894615	0.025759253847849863	0.99999999999826261	1.0000000000017373	1.0000000000017373	0	3.3306690738754696e-16
131961	0,1,0,0,0	1/16	1/512	25/16	9/8	1/16	1/16	0.025759253847894615	0.02575925384784598	0.99999999999811195	1.0000000000018865	1.0000000000018865	0	4.4408920985006262e-16
131963	0,1,0,0,0	1/16	1/512	27/16	9/8	1/16	1/16	0.025759253847894615	0.025759253847842115	0.99999999999796196	1.0000000000020381	1.0000000000020381	0	2.2204460492503131e-16
131965	0,1,0,0,0	1/16	1/512	29/16	5/4	1/16	1/16	0.025759253847894615	0.025759253847838212	0.99999999999781042	1.0000000000021896	1.0000000000021896	0	2.2204460492503131e-16
131967	0,1,0,0,0	1/16	1/512	31/16	5/4	1/16	1/16	0.025759253847894615	0.025759253847834354	0.99999999999766065	1.0000000000023408	1.0000000000023408	0	2.2204460492503131e-16
131969	0,1,0,0,0	1/16	1/1024	1/16	33/32	1/16	1/16	0.025759253847894622	0.02575925384789364	0.99999999999996192	1.0000000000000375	1.0000000000000375	0	0
131971	0,1,0,0,0	1/16	1/1024	3/16	33/32	1/16	1/16	0.025759253847894622	0.02575925384789168	0.99999999999988576	1.0000000000001124	1.0000000000001124	0	0
131973	0,1,0,0,0	1/16	1/1024	5/16	33/32	1/16	1/16	0.025759253847894622	0.025759253847889709	0.99999999999980926	1.0000000000001878	1.0000000000001878	0	0
131975	0,1,0,0,0	1/16	1/1024	7/16	33/32	1/16	1/16	0.025759253847894622	0.025759253847887839	0.99999999999973666	1.0000000000002638	1.0000000000002638	0	0
131977	0,1,0,0,0	1/16	1/1024	9/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847885806	0.99999999999965772	1.0000000000003384	1.0000000000003384	0	0
131979	0,1,0,0,0	1/16	1/1024	11/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847883915	0.99999999999958433	1.000000000000415	1.000000000000415	0	0
131981	0,1,0,0,0	1/16	1/1024	13/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847881965	0.99999999999950862	1.0000000000004905	1.0000000000004905	0	0
131983	0,1,0,0,0	1/16	1/1024	15/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847880019	0.99999999999943312	1.0000000000005651	1.0000000000005651	0	0
131985	0,1,0,0,0	1/16	1/1024	17/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847878073	0.99999999999935751	1.0000000000006417	1.0000000000006417	0	0
131987	0,1,0,0,0	1/16	1/1024	19/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847876112	0.99999999999928146	1.0000000000007165	1.0000000000007165	0	0
131989	0,1,0,0,0	1/16	1/1024	21/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847874169	0.99999999999920597	1.000000000000792	1.000000000000792	0	0
131991	0,1,0,0,0	1/16	1/1024	23/16	9/8	1/16	1/16	0.025759253847894622	0.02575925384787223	0.9999999999991307	1.0000000000008678	1.0000000000008678	0	0
131993	0,1,0,0,0	1/16	1/1024	25/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847870318	0.99999999999905653	1.0000000000009437	1.0000000000009437	0	0
131995	0,1,0,0,0	1/16	1/1024	27/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847868337	0.99999999999897959	1.0000000000010181	1.0000000000010181	0	0
131997	0,1,0,0,0	1/16	1/1024	29/16	5/4	1/16	1/16	0.025759253847894622	0.025759253847866429	0.99999999999890554	1.0000000000010936	1.0000000000010936	0	0
131999	0,1,0,0,0	1/16	1/1024	31/16	5/4	1/16	1/16	0.025759253847894622	0.025759253847864469	0.99999999999882938	1.0000000000011691	1.0000000000011691	0	0
132001	0,1,0,0,0	1/24	1/256	1/16	33/32	1/16	1/16	0.025759253847894591	0.025759253847894258	0.99999999999998712	1.0000000000000151	1.0000000000000151	0	0
132003	0,1,0,0,0	1/24	1/256	3/16	33/32	1/16	1/16	0.025759253847894591	0.025759253847893581	0.99999999999996081	1.0000000000000404	1.0000000000000404	0	0
132005	0,1,0,0,0	1/24	1/256	5/16	33/32	1/16	1/16	0.025759253847894591	0.025759253847892894	0.99999999999993416	1.0000000000000673	1.0000000000000673	0	0
132007	0,1,0,0,0	1/24	1/256	7/16	33/32	1/16	1/16	0.025759253847894591	0.025759253847892214	0.99999999999990774	1.0000000000000933	1.0000000000000933	0	0
132009	0,1,0,0,0	1/24	1/256	9/16	17/16	1/16	1/16	0.025759253847894591	0.025759253847891544	0.99999999999988176	1.0000000000001203	1.0000000000001203	0	0
132011	0,1,0,0,0	1/24	1/256	11/16	17/16	1/16	1/16	0.025759253847894591	0.025759253847890858	0.99999999999985512	1.0000000000001474	1.0000000000001474	0	0
132013	0,1,0,0,0	1/24	1/256	13/16	17/16	1/16	1/16	0.025759253847894591	0.025759253847890174	0.99999999999982858	1.0000000000001736	1.0000000000001736	0	0
132015	0,1,0,0,0	1/24	1/256	15/16	17/16	1/16	1/16	0.025759253847894591	0.025759253847889473	0.99999999999980138	1.0000000000001992	1.0000000000001992	0	0
132017	0,1,0,0,0	1/24	1/256	17/16	9/8	1/16	1/16	0.025759253847894591	0.025759253847888811	0.99999999999977562	1.0000000000002258	1.0000000000002258	0	0
132019	0,1,0,0,0	1/24	1/256	19/16	9/8	1/16	1/16	0.025759253847894591	0.02575925384788811	0.99999999999974842	1.0000000000002534	1.0000000000002534	0	0
132021	0,1,0,0,0	1/24	1/256	21/16	9/8	1/16	1/16	0.025759253847894591	0.025759253847887457	0.99999999999972311	1.0000000000002789	1.0000000000002789	0	0
132023	0,1,0,0,0	1/24	1/256	23/16	9/8	1/16	1/16	0.025759253847894591	0.025759253847886708	0.99999999999969402	1.0000000000003053	1.0000000000003053	0	0
132025	0,1,0,0,0	1/24	1/256	25/16	9/8	1/16	1/16	0.025759253847894591	0.025759253847886101	0.99999999999967037	1.0000000000003306	1.0000000000003306	0	0
132027	0,1,0,0,0	1/24	1/256	27/16	9/8	1/16	1/16	0.025759253847894591	0.025759253847885393	0.99999999999964295	1.0000000000003575	1.0000000000003575	0	0
132029	0,1,0,0,0	1/24	1/256	29/16	5/4	1/16	1/16	0.025759253847894591	0.025759253847884717	0.99999999999961664	1.0000000000003844	1.0000000000003844	0	0
132031	0,1,0,0,0	1/24	1/256	31/16	5/4	1/16	1/16	0.025759253847894591	0.025759253847883988	0.99999999999958844	1.0000000000004123	1.0000000000004123	0	0
132033	0,1,0,0,0	1/24	1/512	1/16	33/32	1/16	1/16	0.025759253847894622	0.025759253847894441	0.99999999999999301	1.0000000000000053	1.0000000000000053	0	0
132035	0,1,0,0,0	1/24	1/512	3/16	33/32	1/16	1/16	0.025759253847894622	0.025759253847894081	0.99999999999997902	1.0000000000000193	1.0000000000000193	0	0
132037	0,1,0,0,0	1/24	1/512	5/16	33/32	1/16	1/16	0.025759253847894622	0.025759253847893748	0.99999999999996603	1.0000000000000326	1.0000000000000326	0	0
132039	0,1,0,0,0	1/24	1/512	7/16	33/32	1/16	1/16	0.025759253847894622	0.025759253847893421	0.99999999999995337	1.0000000000000464	1.0000000000000464	0	0
132041	0,1,0,0,0	1/24	1/512	9/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847893036	0.99999999999993849	1.0000000000000582	1.0000000000000582	0	0
132043	0,1,0,0,0	1/24	1/512	11/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847892735	0.99999999999992673	1.0000000000000724	1.0000000000000724	0	0
132045	0,1,0,0,0	1/24	1/512	13/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847892377	0.99999999999991285	1.0000000000000855	1.0000000000000855	0	0
132047	0,1,0,0,0	1/24	1/512	15/16	17/16	1/16	1/16	0.025759253847894622	0.025759253847892016	0.99999999999989886	1.0000000000000984	1.0000000000000984	0	0
132049	0,1,0,0,0	1/24	1/512	17/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847891666	0.9999999999998852	1.0000000000001117	1.0000000000001117	0	0
132051	0,1,0,0,0	1/24	1/512	19/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847891381	0.99999999999987421	1.0000000000001257	1.0000000000001257	0	0
132053	0,1,0,0,0	1/24	1/512	21/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847890986	0.99999999999985889	1.0000000000001379	1.0000000000001379	0	0
132055	0,1,0,0,0	1/24	1/512	23/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847890674	0.99999999999984668	1.0000000000001514	1.0000000000001514	0	0
132057	0,1,0,0,0	1/24	1/512	25/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847890341	0.9999999999998338	1.0000000000001654	1.0000000000001654	0	0
132059	0,1,0,0,0	1/24	1/512	27/16	9/8	1/16	1/16	0.025759253847894622	0.025759253847890011	0.99999999999982103	1.0000000000001772	1.0000000000001772	0	0
132061	0,1,0,0,0	1/24	1/512	29/16	5/4	1/16	1/16	0.025759253847894622	0.025759253847889643	0.99999999999980671	1.0000000000001916	1.0000000000001916	0	0
132063	0,1,0,0,0	1/24	1/512	31/16	5/4	1/16	1/16	0.025759253847894622	0.025759253847889289	0.99999999999979294	1.0000000000002047	1.0000000000002047	0	0
132065	0,1,0,0,0	1/24	1/1024	1/16	33/32	1/16	1/16	0.025759253847894598	0.025759253847894507	0.99999999999999645	1.0000000000000033	1.0000000000000033	0	0
132067	0,1,0,0,0	1/24	1/1024	3/16	33/32	1/16	1/16	0.025759253847894598	0.02575925384789432	0.99999999999998923	1.00000000000001	1.00000000000001	0	0
132069	0,1,0,0,0	1/24	1/1024	5/16	33/32	1/16	1/16	0.025759253847894598	0.02575925384789416	0.99999999999998301	1.0000000000000167	1.0000000000000167	0	0
132071	0,1,0,0,0	1/24	1/1024	7/16	33/32	1/16	1/16	0.025759253847894598	0.025759253847893987	0.99999999999997624	1.0000000000000249	1.0000000000000249	0	0
132073	0,1,0,0,0	1/24	1/1024	9/16	17/16	1/16	1/16	0.025759253847894598	0.025759253847893862	0.99999999999997147	1.00000000000003	1.00000000000003	0	0
132075	0,1,0,0,0	1/24	1/1024	11/16	17/16	1/16	1/16	0.025759253847894598	0.025759253847893678	0.99999999999996436	1.0000000000000373	1.0000000000000373	0	0
132077	0,1,0,0,0	1/24	1/1024	13/16	17/16	1/16	1/16	0.025759253847894598	0.025759253847893484	0.99999999999995681	1.0000000000000437	1.0000000000000437	0	0
132079	0,1,0,0,0	1/24	1/1024	15/16	17/16	1/16	1/16	0.025759253847894598	0.025759253847893338	0.99999999999995115	1.0000000000000495	1.0000000000000495	0	0
132081	0,1,0,0,0	1/24	1/1024	17/16	9/8	1/16	1/16	0.025759253847894598	0.025759253847893144	0.9999999999999436	1.0000000000000566	1.0000000000000566	0	0
132083	0,1,0,0,0	1/24	1/1024	19/16	9/8	1/16	1/16	0.025759253847894598	0.025759253847892963	0.99999999999993661	1.0000000000000622	1.0000000000000622	0	0
132085	0,1,0,0,0	1/24	1/1024	21/16	9/8	1/16	1/16	0.025759253847894598	0.025759253847892825	0.99999999999993117	1.0000000000000699	1.0000000000000699	0	0
132087	0,1,0,0,0	1/24	1/1024	23/16	9/8	1/16	1/16	0.025759253847894598	0.025759253847892634	0.99999999999992373	1.0000000000000764	1.0000000000000764	0	0
132089	0,1,0,0,0	1/24	1/1024	25/16	9/8	1/16	1/16	0.025759253847894598	0.025759253847892457	0.99999999999991684	1.0000000000000842	1.0000000000000842	0	0
132091	0,1,0,0,0	1/24	1/1024	27/16	9/8	1/16	1/16	0.025759253847894598	0.025759253847892297	0.99999999999991074	1.0000000000000899	1.0000000000000899	0	0
132093	0,1,0,0,0	1/24	1/1024	29/16	5/4	1/16	1/16	0.025759253847894598	0.025759253847892141	0.99999999999990463	1.0000000000000961	1.0000000000000961	0	0
132095	0,1,0,0,0	1/24	1/1024	31/16	5/4	1/16	1/16	0.025759253847894598	0.025759253847891961	0.99999999999989764	1.0000000000001033	1.0000000000001033	0	0
132097	0,1,0,0,1	1/16	1/256	1/16	33/32	13/32	13/32	0.058413650051835478	0.058414114821015543	1.0000079565166644	0.99999219174660725	1.0000079565166644	5.5511151231257827e-16	1.2212453270876722e-15
132099	0,1,0,0,1	1/16	1/256	3/16	9/8	9/16	9/16	0.058413650051835478	0.058415070302364376	1.0000243136754448	0.99997702060185789	1.0000243136754448	6.6613381477509392e-16	6.6613381477509392e-16
132129	0,1,0,0,1	1/16	1/512	1/16	33/32	13/32	13/32	0.058413650050535643	0.058414114819718727	1.0000079565167161	0.99999219174655218	1.0000079565167161	5.5511151231257827e-16	6.6613381477509392e-16
132131	0,1,0,0,1	1/16	1/512	3/16	9/8	9/16	9/16	0.058413650050535643	0.058415070301074241	1.0000243136756113	0.99997702060169913	1.0000243136756113	6.6613381477509392e-16	5.5511151231257827e-16
132161	0,1,0,0,1	1/16	1/1024	1/16	33/32	13/32	13/32	0.058413650049885656	0.058414114819070384	1.0000079565167446	0.99999219174652632	1.0000079565167446	6.6613381477509392e-16	2.2204460492503131e-16
132163	0,1,0,0,1	1/16	1/1024	3/16	9/8	9/16	9/16	0.058413650049885656	0.058415070300429167	1.0000243136756957	0.99997702060162186	1.0000243136756957	2.2204460492503131e-15	1.9984014443252818e-15
132193	0,1,0,0,1	1/24	1/256	1/16	33/32	13/32	13/32	0.058413650049463903	0.058414114818649575	1.0000079565167608	0.99999219174650988	1.0000079565167608	6.6613381477509392e-16	2.2204460492503131e-16
132195	0,1,0,0,1	1/24	1/256	3/16	9/8	9/16	9/16	0.058413650049463903	0.058415070300010523	1.000024313675749	0.99997702060157112	1.000024313675749	1.7763568394002505e-15	8.8817841970012523e-16
132225	0,1,0,0,1	1/24	1/512	1/16	33/32	13/32	13/32	0.058413650049349793	0.058414114818535763	1.0000079565167659	0.99999219174650433	1.0000079565167659	3.3306690738754696e-16	2.2204460492503131e-16
132227	0,1,0,0,1	1/24	1/512	3/16	9/8	9/16	9/16	0.058413650049349793	0.05841507029989728	1.0000243136757638	0.9999770206015568	1.0000243136757638	1.7763568394002505e-15	8.8817841970012523e-16
132257	0,1,0,0,1	1/24	1/1024	1/16	33/32	13/32	13/32	0.058413650049292755	0.058414114818478871	1.0000079565167683	0.99999219174650211	1.0000079565167683	4.4408920985006262e-16	2.2204460492503131e-16
132259	0,1,0,0,1	1/24	1/1024	3/16	9/8	9/16	9/16	0.058413650049292755	0.058415070299840582	1.0000243136757698	0.99997702060154936	1.0000243136757698	1.9984014443252818e-15	8.8817841970012523e-16
132289	0,1,0,0,2	1/16	1/256	1/16	17/16	55/64	55/64	0.10599185455856459	0.10599200788672267	1.0000014466032197	0.99999877175386198	1.0000014466032197	8.8817841970012523e-16	1.2212453270876722e-15
132321	0,1,0,0,2	1/16	1/512	1/16	17/16	55/64	55/64	0.10599185455815133	0.10599200788631137	1.0000014466032383	0.99999877175384344	1.0000014466032383	1.3322676295501878e-15	1.5543122344752192e-15
132353	0,1,0,0,2	1/16	1/1024	1/16	17/16	55/64	55/64	0.1059918545579448	0.1059920078861058	1.0000014466032474	0.99999877175383378	1.0000014466032474	1.2212453270876722e-15	1.6653345369377348e-15
132385	0,1,0,0,2	1/24	1/256	1/16	17/16	55/64	55/64	0.10599185455781085	0.10599200788597243	1.000001446603253	0.99999877175382501	1.000001446603253	1.2212453270876722e-15	1.6653345369377348e-15
132417	0,1,0,0,2	1/24	1/512	1/16	17/16	55/64	55/64	0.10599185455777442	0.1059920078859362	1.0000014466032547	0.99999877175382668	1.0000014466032547	1.2212453270876722e-15	1.6653345369377348e-15
132449	0,1,0,0,2	1/24	1/1024	1/16	17/16	55/64	55/64	0.10599185455775646	0.10599200788591821	1.0000014466032545	0.99999877175382346	1.0000014466032545	1.2212453270876722e-15	1.6653345369377348e-15
132481	0,1,0,1,-2	1/16	1/256	1/16	9/8	41/32	41/32	0.11346049395088367	0.1134601181682247	0.99999668798675301	1.000004018885406	1.000004018885406	1.4432899320127035e-15	1.1102230246251565e-15
132513	0,1,0,1,-2	1/16	1/512	1/16	9/8	41/32	41/32	0.11346049395102559	0.11346011816837102	0.99999668798679187	1.0000040188853647	1.0000040188853647	3.3306690738754696e-16	6.6613381477509392e-16
132545	0,1,0,1,-2	1/16	1/1024	1/16	9/8	41/32	41/32	0.11346049395109643	0.11346011816844422	0.99999668798681263	1.0000040188853434	1.0000040188853434	9.9920072216264089e-16	6.6613381477509392e-16
132577	0,1,0,1,-2	1/24	1/256	1/16	9/8	41/32	41/32	0.1134604939511428	0.11346011816849212	0.99999668798682617	1.0000040188853319	1.0000040188853319	4.4408920985006262e-16	6.6613381477509392e-16
132609	0,1,0,1,-2	1/24	1/512	1/16	9/8	41/32	41/32	0.11346049395115504	0.11346011816850458	0.99999668798682806	1.0000040188853283	1.0000040188853283	2.2204460492503131e-16	8.8817841970012523e-16
132641	0,1,0,1,-2	1/24	1/1024	1/16	9/8	41/32	41/32	0.11346049395116116	0.11346011816851106	0.99999668798683128	1.0000040188853261	1.0000040188853261	8.8817841970012523e-16	6.6613381477509392e-16
132673	0,1,0,1,-1	1/16	1/256	1/16	17/16	41/64	41/64	0.070371285478265599	0.0703705569915581	0.99998964795509204	1.0000107024009344	1.0000107024009344	9.9920072216264089e-16	1.5543122344752192e-15
132705	0,1,0,1,-1	1/16	1/512	1/16	17/16	41/64	41/64	0.070371285478300363	0.070370556991593378	0.99998964795509937	1.0000107024009302	1.0000107024009302	5.5511151231257827e-16	6.6613381477509392e-16
132737	0,1,0,1,-1	1/16	1/1024	1/16	17/16	41/64	41/64	0.070371285478317794	0.070370556991610947	0.99998964795510137	1.0000107024009253	1.0000107024009253	1.4432899320127035e-15	7.7715611723760958e-16
132769	0,1,0,1,-1	1/24	1/256	1/16	17/16	41/64	41/64	0.070371285478330006	0.070370556991623215	0.99998964795510215	1.0000107024009226	1.0000107024009226	4.4408920985006262e-16	1.1102230246251565e-15
132801	0,1,0,1,-1	1/24	1/512	1/16	17/16	41/64	41/64	0.070371285478332685	0.070370556991625838	0.99998964795510137	1.0000107024009215	1.0000107024009215	4.4408920985006262e-16	1.3322676295501878e-15
132833	0,1,0,1,-1	1/24	1/1024	1/16	17/16	41/64	41/64	0.070371285478333934	0.070370556991627239	0.99998964795510348	1.0000107024009208	1.0000107024009208	6.6613381477509392e-16	1.7763568394002505e-15
132865	0,1,0,1,0	1/16	1/256	1/16	33/32	15/64	15/64	0.045753652366026534	0.045753652863194411	1.0000000108661899	1.0000000108637153	1.0000000108661899	4.4408920985006262e-16	2.2204460492503131e-16
132867	0,1,0,1,0	1/16	1/256	3/16	17/16	1/4	1/4	0.045753652366026534	0.04575365683970431	1.0000000977775008	1.000000097770078	1.0000000977775008	1.3322676295501878e-15	1.1102230246251565e-15
132869	0,1,0,1,0	1/16	1/256	5/16	9/8	9/32	9/32	0.045753652366026534	0.045753664790014095	1.0000002715408918	1.0000002715285194	1.0000002715408918	1.3322676295501878e-15	6.6613381477509392e-16
132871	0,1,0,1,0	1/16	1/256	7/16	5/4	3/8	3/8	0.045753652366026534	0.045753676709068374	1.0000005320458714	1.0000005320285539	1.0000005320458714	4.4408920985006262e-16	1.1102230246251565e-15
132897	0,1,0,1,0	1/16	1/512	1/16	33/32	15/64	15/64	0.045753652366026486	0.045753652863166058	1.0000000108655713	1.0000000108643343	1.0000000108655713	4.4408920985006262e-16	2.2204460492503131e-16
132899	0,1,0,1,0	1/16	1/512	3/16	17/16	1/4	1/4	0.045753652366026486	0.045753656839619405	1.000000097775646	1.0000000977719343	1.000000097775646	1.1102230246251565e-15	1.3322676295501878e-15
132901	0,1,0,1,0	1/16	1/512	5/16	9/8	9/32	9/32	0.045753652366026486	0.0457536647898725	1.000000271537798	1.0000002715316136	1.000000271537798	1.3322676295501878e-15	8.8817841970012523e-16
132903	0,1,0,1,0	1/16	1/512	7/16	5/4	3/8	3/8	0.045753652366026486	0.045753676708870213	1.0000005320415413	1.0000005320328829	1.0000005320415413	3.3306690738754696e-16	2.2204460492503131e-16
132929	0,1,0,1,0	1/16	1/1024	1/16	33/32	15/64	15/64	0.045753652366026486	0.045753652863151931	1.0000000108652625	1.0000000108646436	1.0000000108652625	4.4408920985006262e-16	2.2204460492503131e-16
132931	0,1,0,1,0	1/16	1/1024	3/16	17/16	1/4	1/4	0.045753652366026486	0.045753656839576905	1.0000000977747172	1.0000000977728614	1.0000000977747172	6.6613381477509392e-16	1.1102230246251565e-15
132933	0,1,0,1,0	1/16	1/1024	5/16	9/8	9/32	9/32	0.045753652366026486	0.045753664789801814	1.000000271536253	1.0000002715331591	1.000000271536253	8.8817841970012523e-16	6.6613381477509392e-16
132935	0,1,0,1,0	1/16	1/1024	7/16	5/4	3/8	3/8	0.045753652366026486	0.045753676708771174	1.0000005320393768	1.0000005320350487	1.0000005320393768	6.6613381477509392e-16	3.3306690738754696e-16
132961	0,1,0,1,0	1/24	1/256	1/16	33/32	15/64	15/64	0.045753652366026541	0.045753652863142744	1.0000000108650606	1.0000000108648432	1.0000000108650606	4.4408920985006262e-16	2.2204460492503131e-16
132963	0,1,0,1,0	1/24	1/256	3/16	17/16	1/4	1/4	0.045753652366026541	0.045753656839549364	1.0000000977741139	1.0000000977734629	1.0000000977741139	6.6613381477509392e-16	1.3322676295501878e-15
